region,tech,c2a,notes,data_id,data_source,dq_cred,dq_geog,dq_struc,dq_tech,dq_time
AB,T_HDV_T_BEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRAB001,,,,,,
BC,T_HDV_T_BEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRBC001,,,,,,
MB,T_HDV_T_BEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRMB001,,,,,,
NB,T_HDV_T_BEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRNB001,,,,,,
NLLAB,T_HDV_T_BEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRNLLAB001,,,,,,
NS,T_HDV_T_BEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRNS001,,,,,,
ON,T_HDV_T_BEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRON001,,,,,,
PEI,T_HDV_T_BEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRPEI001,,,,,,
QC,T_HDV_T_BEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRQC001,,,,,,
SK,T_HDV_T_BEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRSK001,,,,,,
AB,T_HDV_T_DSL,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRAB001,,,,,,
BC,T_HDV_T_DSL,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRBC001,,,,,,
MB,T_HDV_T_DSL,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRMB001,,,,,,
NB,T_HDV_T_DSL,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRNB001,,,,,,
NLLAB,T_HDV_T_DSL,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRNLLAB001,,,,,,
NS,T_HDV_T_DSL,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRNS001,,,,,,
ON,T_HDV_T_DSL,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRON001,,,,,,
PEI,T_HDV_T_DSL,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRPEI001,,,,,,
QC,T_HDV_T_DSL,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRQC001,,,,,,
SK,T_HDV_T_DSL,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRSK001,,,,,,
AB,T_HDV_T_DSL_HEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRAB001,,,,,,
BC,T_HDV_T_DSL_HEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRBC001,,,,,,
MB,T_HDV_T_DSL_HEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRMB001,,,,,,
NB,T_HDV_T_DSL_HEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRNB001,,,,,,
NLLAB,T_HDV_T_DSL_HEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRNLLAB001,,,,,,
NS,T_HDV_T_DSL_HEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRNS001,,,,,,
ON,T_HDV_T_DSL_HEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRON001,,,,,,
PEI,T_HDV_T_DSL_HEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRPEI001,,,,,,
QC,T_HDV_T_DSL_HEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRQC001,,,,,,
SK,T_HDV_T_DSL_HEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRSK001,,,,,,
AB,T_HDV_T_DSL_PHEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRAB001,,,,,,
BC,T_HDV_T_DSL_PHEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRBC001,,,,,,
MB,T_HDV_T_DSL_PHEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRMB001,,,,,,
NB,T_HDV_T_DSL_PHEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRNB001,,,,,,
NLLAB,T_HDV_T_DSL_PHEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRNLLAB001,,,,,,
NS,T_HDV_T_DSL_PHEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRNS001,,,,,,
ON,T_HDV_T_DSL_PHEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRON001,,,,,,
PEI,T_HDV_T_DSL_PHEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRPEI001,,,,,,
QC,T_HDV_T_DSL_PHEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRQC001,,,,,,
SK,T_HDV_T_DSL_PHEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRSK001,,,,,,
AB,T_HDV_T_FCEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRAB001,,,,,,
BC,T_HDV_T_FCEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRBC001,,,,,,
MB,T_HDV_T_FCEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRMB001,,,,,,
NB,T_HDV_T_FCEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRNB001,,,,,,
NLLAB,T_HDV_T_FCEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRNLLAB001,,,,,,
NS,T_HDV_T_FCEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRNS001,,,,,,
ON,T_HDV_T_FCEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRON001,,,,,,
PEI,T_HDV_T_FCEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRPEI001,,,,,,
QC,T_HDV_T_FCEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRQC001,,,,,,
SK,T_HDV_T_FCEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRSK001,,,,,,
AB,T_HDV_T_FCHEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRAB001,,,,,,
BC,T_HDV_T_FCHEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRBC001,,,,,,
MB,T_HDV_T_FCHEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRMB001,,,,,,
NB,T_HDV_T_FCHEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRNB001,,,,,,
NLLAB,T_HDV_T_FCHEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRNLLAB001,,,,,,
NS,T_HDV_T_FCHEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRNS001,,,,,,
ON,T_HDV_T_FCHEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRON001,,,,,,
PEI,T_HDV_T_FCHEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRPEI001,,,,,,
QC,T_HDV_T_FCHEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRQC001,,,,,,
SK,T_HDV_T_FCHEV,9.75,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 30 tonnes of payload for 6,500 hours each year. ",TRPHRSK001,,,,,,
AB,T_LDV_C_BEV150,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRAB001,,,,,,
BC,T_LDV_C_BEV150,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRBC001,,,,,,
MB,T_LDV_C_BEV150,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRMB001,,,,,,
NB,T_LDV_C_BEV150,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRNB001,,,,,,
NLLAB,T_LDV_C_BEV150,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRNLLAB001,,,,,,
NS,T_LDV_C_BEV150,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRNS001,,,,,,
ON,T_LDV_C_BEV150,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRON001,,,,,,
PEI,T_LDV_C_BEV150,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
QC,T_LDV_C_BEV150,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
SK,T_LDV_C_BEV150,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
AB,T_LDV_C_BEV200,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRAB001,,,,,,
BC,T_LDV_C_BEV200,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRBC001,,,,,,
MB,T_LDV_C_BEV200,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRMB001,,,,,,
NB,T_LDV_C_BEV200,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRNB001,,,,,,
NLLAB,T_LDV_C_BEV200,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRNLLAB001,,,,,,
NS,T_LDV_C_BEV200,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRNS001,,,,,,
ON,T_LDV_C_BEV200,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRON001,,,,,,
PEI,T_LDV_C_BEV200,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
QC,T_LDV_C_BEV200,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
SK,T_LDV_C_BEV200,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
AB,T_LDV_C_BEV300,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRAB001,,,,,,
BC,T_LDV_C_BEV300,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRBC001,,,,,,
MB,T_LDV_C_BEV300,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRMB001,,,,,,
NB,T_LDV_C_BEV300,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRNB001,,,,,,
NLLAB,T_LDV_C_BEV300,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRNLLAB001,,,,,,
NS,T_LDV_C_BEV300,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRNS001,,,,,,
ON,T_LDV_C_BEV300,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRON001,,,,,,
PEI,T_LDV_C_BEV300,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
QC,T_LDV_C_BEV300,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
SK,T_LDV_C_BEV300,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
AB,T_LDV_C_BEV400,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRAB001,,,,,,
BC,T_LDV_C_BEV400,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRBC001,,,,,,
MB,T_LDV_C_BEV400,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRMB001,,,,,,
NB,T_LDV_C_BEV400,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRNB001,,,,,,
NLLAB,T_LDV_C_BEV400,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRNLLAB001,,,,,,
NS,T_LDV_C_BEV400,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRNS001,,,,,,
ON,T_LDV_C_BEV400,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRON001,,,,,,
PEI,T_LDV_C_BEV400,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
QC,T_LDV_C_BEV400,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
SK,T_LDV_C_BEV400,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
AB,T_LDV_C_CNG,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRAB001,,,,,,
BC,T_LDV_C_CNG,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRBC001,,,,,,
MB,T_LDV_C_CNG,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRMB001,,,,,,
NB,T_LDV_C_CNG,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRNB001,,,,,,
NLLAB,T_LDV_C_CNG,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRNLLAB001,,,,,,
NS,T_LDV_C_CNG,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRNS001,,,,,,
ON,T_LDV_C_CNG,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRON001,,,,,,
PEI,T_LDV_C_CNG,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
QC,T_LDV_C_CNG,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
SK,T_LDV_C_CNG,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
AB,T_LDV_C_DSL,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRAB001,,,,,,
BC,T_LDV_C_DSL,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRBC001,,,,,,
MB,T_LDV_C_DSL,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRMB001,,,,,,
NB,T_LDV_C_DSL,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRNB001,,,,,,
NLLAB,T_LDV_C_DSL,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRNLLAB001,,,,,,
NS,T_LDV_C_DSL,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRNS001,,,,,,
ON,T_LDV_C_DSL,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRON001,,,,,,
PEI,T_LDV_C_DSL,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRPEI001,,,,,,
QC,T_LDV_C_DSL,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRQC001,,,,,,
SK,T_LDV_C_DSL,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRSK001,,,,,,
AB,T_LDV_C_FCEV400,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRAB001,,,,,,
BC,T_LDV_C_FCEV400,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRBC001,,,,,,
MB,T_LDV_C_FCEV400,1.3,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 50 km/h carrying 4 passengers for 6,500 hours each year. ",TRPHRMB001,,,,,,
