group_name,tech,data_id
LDV_C_BEV,T_LDV_C_BEV150,TRPHR001
LDV_C_BEV,T_LDV_C_BEV200,TRPHR001
LDV_C_BEV,T_LDV_C_BEV300,TRPHR001
LDV_C_BEV,T_LDV_C_BEV400,TRPHR001
LDV_LTF_BEV,T_LDV_LTF_BEV150,TRPHR001
LDV_LTF_BEV,T_LDV_LTF_BEV200,TRPHR001
LDV_LTF_BEV,T_LDV_LTF_BEV300,TRPHR001
LDV_LTF_BEV,T_LDV_LTF_BEV400,TRPHR001
LDV_LTP_BEV,T_LDV_LTP_BEV150,TRPHR001
LDV_LTP_BEV,T_LDV_LTP_BEV200,TRPHR001
LDV_LTP_BEV,T_LDV_LTP_BEV300,TRPHR001
LDV_LTP_BEV,T_LDV_LTP_BEV400,TRPHR001
