tech,flag,sector,category,sub_category,unlim_cap,annual,reserve,curtail,retire,flex,exchange,seas_stor,description,data_id
T_H2_MDV_REFUEL,p,transportation,H2 refuelling,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_AJF_JFL,p,transportation,Air freight,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_AJF_SPK,p,transportation,Air freight,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_AJP_JFL,p,transportation,Air travel,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_AJP_SPK,p,transportation,Air travel,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BIC_BEV,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BIC_DSL,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BIC_DSL_HEV,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BIC_FCEV,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BIC_GSL,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BS_BEV,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BS_CNG,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BS_DSL,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BS_DSL_HEV,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BS_DSL_PHEV,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BS_FCEV,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BS_FCHEV,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BS_GSL,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BT_BEV,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BT_CNG,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BT_DSL,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BT_DSL_HEV,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BT_DSL_PHEV,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BT_FCEV,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BT_FCHEV,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BT_GSL,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_CHRG,p,transportation,Charging,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_RF_DSL,p,transportation,Rail freight,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_RF_H2,p,transportation,Rail freight,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_RF_LNG,p,transportation,Rail freight,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_RICP_DSL,p,transportation,Rail travel,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_RICP_H2,p,transportation,Rail travel,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_T_BEV,p,transportation,Heavy trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_T_DSL,p,transportation,Heavy trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_T_DSL_HEV,p,transportation,Heavy trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_T_DSL_PHEV,p,transportation,Heavy trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_T_FCEV,p,transportation,Heavy trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_T_FCHEV,p,transportation,Heavy trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_WTF_HFO,p,transportation,Marine freight,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_WTF_LNG,p,transportation,Marine freight,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_WTF_MDO,p,transportation,Marine freight,,0,1,0,0,0,0,0,0,,TRPHR001
T_I_H2_ELC_ALK,p,transportation,Fuel supply,,0,0,0,0,0,0,0,0,,TRPHR001
T_I_H2_ELC_PEM,p,transportation,Fuel supply,,0,0,0,0,0,0,0,0,,TRPHR001
T_I_H2_SMR,p,transportation,Fuel supply,,0,1,0,0,0,0,0,0,,TRPHR001
T_I_H2_SMR_CCS,p,transportation,Fuel supply,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_BEV_CHRG,p,transportation,Charging,,0,0,0,0,0,0,0,0,,TRPHR001
T_LDV_C_BEV150,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_BEV200,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_BEV300,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_BEV400,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_CNG,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_DSL,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_FCEV400,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_GSL,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_GSL_HEV,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_GSL_PHEV35,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_GSL_PHEV50,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_BEV150,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_BEV200,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_BEV300,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_BEV400,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_CNG,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_DSL,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_FCEV400,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_GSL,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_GSL_HEV,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_GSL_PHEV35,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_GSL_PHEV50,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_BEV150,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_BEV200,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_BEV300,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_BEV400,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_CNG,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_DSL,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_FCEV400,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_GSL,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_GSL_HEV,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_GSL_PHEV35,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_GSL_PHEV50,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_M_BEV,p,transportation,Motorcycles,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_M_GSL,p,transportation,Motorcycles,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_PHEV_CHRG,p,transportation,Charging,,0,1,0,0,0,0,0,0,,TRPHR001
T_MDV_CHRG,p,transportation,Charging,,0,1,0,0,0,0,0,0,,TRPHR001
T_MDV_T_BEV,p,transportation,Medium trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_MDV_T_DSL,p,transportation,Medium trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_MDV_T_DSL_HEV,p,transportation,Medium trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_MDV_T_DSL_PHEV,p,transportation,Medium trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_MDV_T_FCEV,p,transportation,Medium trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_MDV_T_FCHEV,p,transportation,Medium trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_MDV_T_GSL,p,transportation,Medium trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_OFF,p,transportation,Offroad,,1,1,0,0,0,0,0,0,,TRPHR001
