region,emis_comm,input_comm,tech,vintage,output_comm,activity,units,notes,data_source,dq_cred,dq_geog,dq_struc,dq_tech,dq_time,data_id
BC,n2o,F_mdo,F_T_MDO,2040,T_mdo,3.783304,Tonne/PJ,"Emission factor represents direct combustion emissions from vehicle operation. Obtained from GREET 2023 Fuel-cycle Model, this pathway represents SPK (HRJ). GREET assumes carbon neutrality from biomass-derived fuels, meaning that CO2 emissions from combustion are offset by CO2 uptake by plants.",,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,n2o,F_mdo,F_T_MDO,2045,T_mdo,3.783304,Tonne/PJ,"Emission factor represents direct combustion emissions from vehicle operation. Obtained from GREET 2023 Fuel-cycle Model, this pathway represents SPK (HRJ). GREET assumes carbon neutrality from biomass-derived fuels, meaning that CO2 emissions from combustion are offset by CO2 uptake by plants.",,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,co2e,F_mdo,F_T_MDO,2020,T_mdo,73.18245712,kTonne/PJ,Using the GWP100 values from IPCC AR6,,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,co2e,F_mdo,F_T_MDO,2025,T_mdo,73.18245712,kTonne/PJ,Using the GWP100 values from IPCC AR6,,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,co2e,F_mdo,F_T_MDO,2030,T_mdo,73.18245712,kTonne/PJ,Using the GWP100 values from IPCC AR6,,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,co2e,F_mdo,F_T_MDO,2035,T_mdo,73.18245712,kTonne/PJ,Using the GWP100 values from IPCC AR6,,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,co2e,F_mdo,F_T_MDO,2040,T_mdo,73.18245712,kTonne/PJ,Using the GWP100 values from IPCC AR6,,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,co2e,F_mdo,F_T_MDO,2045,T_mdo,73.18245712,kTonne/PJ,Using the GWP100 values from IPCC AR6,,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,co2,F_spk,F_T_SPK,2020,T_spk,0.0,kTonne/PJ,"Emission factor represents direct combustion emissions from vehicle operation. Obtained from GREET 2023 Fuel-cycle Model, this pathway represents SPK (HRJ). GREET assumes carbon neutrality from biomass-derived fuels, meaning that CO2 emissions from combustion are offset by CO2 uptake by plants.",F7,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,co2,F_spk,F_T_SPK,2025,T_spk,0.0,kTonne/PJ,"Emission factor represents direct combustion emissions from vehicle operation. Obtained from GREET 2023 Fuel-cycle Model, this pathway represents SPK (HRJ). GREET assumes carbon neutrality from biomass-derived fuels, meaning that CO2 emissions from combustion are offset by CO2 uptake by plants.",F7,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,co2,F_spk,F_T_SPK,2030,T_spk,0.0,kTonne/PJ,"Emission factor represents direct combustion emissions from vehicle operation. Obtained from GREET 2023 Fuel-cycle Model, this pathway represents SPK (HRJ). GREET assumes carbon neutrality from biomass-derived fuels, meaning that CO2 emissions from combustion are offset by CO2 uptake by plants.",F7,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,co2,F_spk,F_T_SPK,2035,T_spk,0.0,kTonne/PJ,"Emission factor represents direct combustion emissions from vehicle operation. Obtained from GREET 2023 Fuel-cycle Model, this pathway represents SPK (HRJ). GREET assumes carbon neutrality from biomass-derived fuels, meaning that CO2 emissions from combustion are offset by CO2 uptake by plants.",F7,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,co2,F_spk,F_T_SPK,2040,T_spk,0.0,kTonne/PJ,"Emission factor represents direct combustion emissions from vehicle operation. Obtained from GREET 2023 Fuel-cycle Model, this pathway represents SPK (HRJ). GREET assumes carbon neutrality from biomass-derived fuels, meaning that CO2 emissions from combustion are offset by CO2 uptake by plants.",F7,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,co2,F_spk,F_T_SPK,2045,T_spk,0.0,kTonne/PJ,"Emission factor represents direct combustion emissions from vehicle operation. Obtained from GREET 2023 Fuel-cycle Model, this pathway represents SPK (HRJ). GREET assumes carbon neutrality from biomass-derived fuels, meaning that CO2 emissions from combustion are offset by CO2 uptake by plants.",F7,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,ch4,F_spk,F_T_SPK,2020,T_spk,0.032824,Tonne/PJ,"Emission factor represents direct combustion emissions from vehicle operation. Obtained from GREET 2023 Fuel-cycle Model, this pathway represents SPK (HRJ). GREET assumes carbon neutrality from biomass-derived fuels, meaning that CO2 emissions from combustion are offset by CO2 uptake by plants.",F7,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,ch4,F_spk,F_T_SPK,2025,T_spk,0.032824,Tonne/PJ,"Emission factor represents direct combustion emissions from vehicle operation. Obtained from GREET 2023 Fuel-cycle Model, this pathway represents SPK (HRJ). GREET assumes carbon neutrality from biomass-derived fuels, meaning that CO2 emissions from combustion are offset by CO2 uptake by plants.",F7,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,ch4,F_spk,F_T_SPK,2030,T_spk,0.032824,Tonne/PJ,"Emission factor represents direct combustion emissions from vehicle operation. Obtained from GREET 2023 Fuel-cycle Model, this pathway represents SPK (HRJ). GREET assumes carbon neutrality from biomass-derived fuels, meaning that CO2 emissions from combustion are offset by CO2 uptake by plants.",F7,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,ch4,F_spk,F_T_SPK,2035,T_spk,0.032824,Tonne/PJ,"Emission factor represents direct combustion emissions from vehicle operation. Obtained from GREET 2023 Fuel-cycle Model, this pathway represents SPK (HRJ). GREET assumes carbon neutrality from biomass-derived fuels, meaning that CO2 emissions from combustion are offset by CO2 uptake by plants.",F7,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,ch4,F_spk,F_T_SPK,2040,T_spk,0.032824,Tonne/PJ,"Emission factor represents direct combustion emissions from vehicle operation. Obtained from GREET 2023 Fuel-cycle Model, this pathway represents SPK (HRJ). GREET assumes carbon neutrality from biomass-derived fuels, meaning that CO2 emissions from combustion are offset by CO2 uptake by plants.",F7,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,ch4,F_spk,F_T_SPK,2045,T_spk,0.032824,Tonne/PJ,"Emission factor represents direct combustion emissions from vehicle operation. Obtained from GREET 2023 Fuel-cycle Model, this pathway represents SPK (HRJ). GREET assumes carbon neutrality from biomass-derived fuels, meaning that CO2 emissions from combustion are offset by CO2 uptake by plants.",F7,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,n2o,F_spk,F_T_SPK,2020,T_spk,0.064397,Tonne/PJ,"Emission factor represents direct combustion emissions from vehicle operation. Obtained from GREET 2023 Fuel-cycle Model, this pathway represents SPK (HRJ). GREET assumes carbon neutrality from biomass-derived fuels, meaning that CO2 emissions from combustion are offset by CO2 uptake by plants.",F7,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,n2o,F_spk,F_T_SPK,2025,T_spk,0.064397,Tonne/PJ,"Emission factor represents direct combustion emissions from vehicle operation. Obtained from GREET 2023 Fuel-cycle Model, this pathway represents SPK (HRJ). GREET assumes carbon neutrality from biomass-derived fuels, meaning that CO2 emissions from combustion are offset by CO2 uptake by plants.",F7,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,n2o,F_spk,F_T_SPK,2030,T_spk,0.064397,Tonne/PJ,"Emission factor represents direct combustion emissions from vehicle operation. Obtained from GREET 2023 Fuel-cycle Model, this pathway represents SPK (HRJ). GREET assumes carbon neutrality from biomass-derived fuels, meaning that CO2 emissions from combustion are offset by CO2 uptake by plants.",F7,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,n2o,F_spk,F_T_SPK,2035,T_spk,0.064397,Tonne/PJ,"Emission factor represents direct combustion emissions from vehicle operation. Obtained from GREET 2023 Fuel-cycle Model, this pathway represents SPK (HRJ). GREET assumes carbon neutrality from biomass-derived fuels, meaning that CO2 emissions from combustion are offset by CO2 uptake by plants.",F7,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,n2o,F_spk,F_T_SPK,2040,T_spk,0.064397,Tonne/PJ,"Emission factor represents direct combustion emissions from vehicle operation. Obtained from GREET 2023 Fuel-cycle Model, this pathway represents SPK (HRJ). GREET assumes carbon neutrality from biomass-derived fuels, meaning that CO2 emissions from combustion are offset by CO2 uptake by plants.",F7,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,n2o,F_spk,F_T_SPK,2045,T_spk,0.064397,Tonne/PJ,"Emission factor represents direct combustion emissions from vehicle operation. Obtained from GREET 2023 Fuel-cycle Model, this pathway represents SPK (HRJ). GREET assumes carbon neutrality from biomass-derived fuels, meaning that CO2 emissions from combustion are offset by CO2 uptake by plants.",F7,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,co2e,F_spk,F_T_SPK,2020,T_spk,0.01855845,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,co2e,F_spk,F_T_SPK,2025,T_spk,0.01855845,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,co2e,F_spk,F_T_SPK,2030,T_spk,0.01855845,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,co2e,F_spk,F_T_SPK,2035,T_spk,0.01855845,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,co2e,F_spk,F_T_SPK,2040,T_spk,0.01855845,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
BC,co2e,F_spk,F_T_SPK,2045,T_spk,0.01855845,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRBC001
MB,co2,F_ng,F_T_NG,2020,T_ng,51.8766756,kTonne/PJ,"Converted from g/m3 to kTonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_ng,F_T_NG,2025,T_ng,51.8766756,kTonne/PJ,"Converted from g/m3 to kTonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_ng,F_T_NG,2030,T_ng,51.8766756,kTonne/PJ,"Converted from g/m3 to kTonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_ng,F_T_NG,2035,T_ng,51.8766756,kTonne/PJ,"Converted from g/m3 to kTonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_ng,F_T_NG,2040,T_ng,51.8766756,kTonne/PJ,"Converted from g/m3 to kTonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_ng,F_T_NG,2045,T_ng,51.8766756,kTonne/PJ,"Converted from g/m3 to kTonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,ch4,F_ng,F_T_NG,2020,T_ng,0.991957105,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,ch4,F_ng,F_T_NG,2025,T_ng,0.991957105,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,ch4,F_ng,F_T_NG,2030,T_ng,0.991957105,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,ch4,F_ng,F_T_NG,2035,T_ng,0.991957105,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,ch4,F_ng,F_T_NG,2040,T_ng,0.991957105,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,ch4,F_ng,F_T_NG,2045,T_ng,0.991957105,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,n2o,F_ng,F_T_NG,2020,T_ng,0.884718499,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,n2o,F_ng,F_T_NG,2025,T_ng,0.884718499,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,n2o,F_ng,F_T_NG,2030,T_ng,0.884718499,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,n2o,F_ng,F_T_NG,2035,T_ng,0.884718499,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,n2o,F_ng,F_T_NG,2040,T_ng,0.884718499,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,n2o,F_ng,F_T_NG,2045,T_ng,0.884718499,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_ng,F_T_NG,2020,T_ng,52.14597855,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_ng,F_T_NG,2025,T_ng,52.14597855,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_ng,F_T_NG,2030,T_ng,52.14597855,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_ng,F_T_NG,2035,T_ng,52.14597855,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_ng,F_T_NG,2040,T_ng,52.14597855,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_ng,F_T_NG,2045,T_ng,52.14597855,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_eth,F_T_ETH,2020,T_eth,64.9,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_eth,F_T_ETH,2025,T_eth,64.9,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_eth,F_T_ETH,2030,T_eth,64.9,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_eth,F_T_ETH,2035,T_eth,64.9,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_eth,F_T_ETH,2040,T_eth,64.9,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_eth,F_T_ETH,2045,T_eth,64.9,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_eth,F_T_ETH,2020,T_eth,64.9,kTonne/PJ,Using the GWP100 values from IPCC AR6,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_eth,F_T_ETH,2025,T_eth,64.9,kTonne/PJ,Using the GWP100 values from IPCC AR6,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_eth,F_T_ETH,2030,T_eth,64.9,kTonne/PJ,Using the GWP100 values from IPCC AR6,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_eth,F_T_ETH,2035,T_eth,64.9,kTonne/PJ,Using the GWP100 values from IPCC AR6,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_eth,F_T_ETH,2040,T_eth,64.9,kTonne/PJ,Using the GWP100 values from IPCC AR6,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_eth,F_T_ETH,2045,T_eth,64.9,kTonne/PJ,Using the GWP100 values from IPCC AR6,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_rdsl,F_T_RDSL,2020,T_rdsl,70.0,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_rdsl,F_T_RDSL,2025,T_rdsl,70.0,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_rdsl,F_T_RDSL,2030,T_rdsl,70.0,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_rdsl,F_T_RDSL,2035,T_rdsl,70.0,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_rdsl,F_T_RDSL,2040,T_rdsl,70.0,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_rdsl,F_T_RDSL,2045,T_rdsl,70.0,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_rdsl,F_T_RDSL,2020,T_rdsl,70.0,kTonne/PJ,Using the GWP100 values from IPCC AR6,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_rdsl,F_T_RDSL,2025,T_rdsl,70.0,kTonne/PJ,Using the GWP100 values from IPCC AR6,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_rdsl,F_T_RDSL,2030,T_rdsl,70.0,kTonne/PJ,Using the GWP100 values from IPCC AR6,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_rdsl,F_T_RDSL,2035,T_rdsl,70.0,kTonne/PJ,Using the GWP100 values from IPCC AR6,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_rdsl,F_T_RDSL,2040,T_rdsl,70.0,kTonne/PJ,Using the GWP100 values from IPCC AR6,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_rdsl,F_T_RDSL,2045,T_rdsl,70.0,kTonne/PJ,Using the GWP100 values from IPCC AR6,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_dsl,F_T_DSL,2020,T_dsl,69.43,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_dsl,F_T_DSL,2025,T_dsl,69.43,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_dsl,F_T_DSL,2030,T_dsl,69.43,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_dsl,F_T_DSL,2035,T_dsl,69.43,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_dsl,F_T_DSL,2040,T_dsl,69.43,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_dsl,F_T_DSL,2045,T_dsl,69.43,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,ch4,F_dsl,F_T_DSL,2020,T_dsl,3.474,Tonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,ch4,F_dsl,F_T_DSL,2025,T_dsl,3.474,Tonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,ch4,F_dsl,F_T_DSL,2030,T_dsl,3.474,Tonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,ch4,F_dsl,F_T_DSL,2035,T_dsl,3.474,Tonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,ch4,F_dsl,F_T_DSL,2040,T_dsl,3.474,Tonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,ch4,F_dsl,F_T_DSL,2045,T_dsl,3.474,Tonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,n2o,F_dsl,F_T_DSL,2020,T_dsl,10.44,Tonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,n2o,F_dsl,F_T_DSL,2025,T_dsl,10.44,Tonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,n2o,F_dsl,F_T_DSL,2030,T_dsl,10.44,Tonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,n2o,F_dsl,F_T_DSL,2035,T_dsl,10.44,Tonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,n2o,F_dsl,F_T_DSL,2040,T_dsl,10.44,Tonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,n2o,F_dsl,F_T_DSL,2045,T_dsl,10.44,Tonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_dsl,F_T_DSL,2020,T_dsl,72.377392,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_dsl,F_T_DSL,2025,T_dsl,72.377392,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_dsl,F_T_DSL,2030,T_dsl,72.377392,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_dsl,F_T_DSL,2035,T_dsl,72.377392,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_dsl,F_T_DSL,2040,T_dsl,72.377392,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_dsl,F_T_DSL,2045,T_dsl,72.377392,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_cng,F_T_CNG,2020,T_cng,51.8766756,kTonne/PJ,"Converted from g/m3 to kTonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_cng,F_T_CNG,2025,T_cng,51.8766756,kTonne/PJ,"Converted from g/m3 to kTonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_cng,F_T_CNG,2030,T_cng,51.8766756,kTonne/PJ,"Converted from g/m3 to kTonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_cng,F_T_CNG,2035,T_cng,51.8766756,kTonne/PJ,"Converted from g/m3 to kTonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_cng,F_T_CNG,2040,T_cng,51.8766756,kTonne/PJ,"Converted from g/m3 to kTonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_cng,F_T_CNG,2045,T_cng,51.8766756,kTonne/PJ,"Converted from g/m3 to kTonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,ch4,F_cng,F_T_CNG,2020,T_cng,0.991957105,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,ch4,F_cng,F_T_CNG,2025,T_cng,0.991957105,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,ch4,F_cng,F_T_CNG,2030,T_cng,0.991957105,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,ch4,F_cng,F_T_CNG,2035,T_cng,0.991957105,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,ch4,F_cng,F_T_CNG,2040,T_cng,0.991957105,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,ch4,F_cng,F_T_CNG,2045,T_cng,0.991957105,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,n2o,F_cng,F_T_CNG,2020,T_cng,0.884718499,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,n2o,F_cng,F_T_CNG,2025,T_cng,0.884718499,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,n2o,F_cng,F_T_CNG,2030,T_cng,0.884718499,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,n2o,F_cng,F_T_CNG,2035,T_cng,0.884718499,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,n2o,F_cng,F_T_CNG,2040,T_cng,0.884718499,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,n2o,F_cng,F_T_CNG,2045,T_cng,0.884718499,Tonne/PJ,"Converted from g/m3 to Tonne/PJ, using the industrial values",F4,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_cng,F_T_CNG,2020,T_cng,52.14597855,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_cng,F_T_CNG,2025,T_cng,52.14597855,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_cng,F_T_CNG,2030,T_cng,52.14597855,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_cng,F_T_CNG,2035,T_cng,52.14597855,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_cng,F_T_CNG,2040,T_cng,52.14597855,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2e,F_cng,F_T_CNG,2045,T_cng,52.14597855,kTonne/PJ,Using the GWP100 values from IPCC AR6,F5,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_gsl,F_T_GSL,2020,T_gsl,65.4,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_gsl,F_T_GSL,2025,T_gsl,65.4,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_gsl,F_T_GSL,2030,T_gsl,65.4,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
MB,co2,F_gsl,F_T_GSL,2035,T_gsl,65.4,kTonne/PJ,,F6,1.0,2.0,2.0,2.0,2.0,FUELHRMB001
