region,tech,vintage,capacity,units,notes,data_source,dq_cred,dq_geog,dq_struc,dq_tech,dq_time,data_id
ON,T_HDV_WTF_MDO,2015.0,1.26014774,btkm,"As the provincial stock for this technology is unknown, activity units were used. Activity by vintage was estimated using a flow and stock analysis using an avg. annual fleet retirement factor using expected lifetime, meeting 2019 downscaled demand with 5% tolerance. Activity was distributed across fuel types using estimated activity shares, based on provincial energy use and national energy intensity.",T17,,,,,,TRPHRON001
ON,T_LDV_BEV_CHRG,2010.0,0.034892726,PJ/year,Existing capacity of EV chargers estimated from energy consumption of BEV classes.,,,,,,,TRPHRON001
ON,T_LDV_BEV_CHRG,2015.0,0.404273953,PJ/year,Existing capacity of EV chargers estimated from energy consumption of BEV classes.,,,,,,,TRPHRON001
ON,T_LDV_M_GSL,2000.0,14.967500054,k units,"Vehicle class 2021 fleet stock was distributed across vintages up to 2020 based on motorcycle registrations by age (ON Ministry of Transportation, 2023).",T17,,,,,,TRPHRON001
ON,T_LDV_M_GSL,2005.0,86.701901504,k units,"Vehicle class 2021 fleet stock was distributed across vintages up to 2020 based on motorcycle registrations by age (ON Ministry of Transportation, 2023).",T17,,,,,,TRPHRON001
ON,T_LDV_M_GSL,2010.0,64.270458437,k units,"Vehicle class 2021 fleet stock was distributed across vintages up to 2020 based on motorcycle registrations by age (ON Ministry of Transportation, 2023).",T17,,,,,,TRPHRON001
ON,T_LDV_M_GSL,2015.0,66.901490096,k units,"Vehicle class 2021 fleet stock was distributed across vintages up to 2020 based on motorcycle registrations by age (ON Ministry of Transportation, 2023).",T17,,,,,,TRPHRON001
ON,T_LDV_PHEV_CHRG,2010.0,0.05541986,PJ/year,Existing capacity of EV chargers estimated from energy consumption of PHEV classes.,,,,,,,TRPHRON001
ON,T_LDV_PHEV_CHRG,2015.0,0.703637196,PJ/year,Existing capacity of EV chargers estimated from energy consumption of PHEV classes.,,,,,,,TRPHRON001
PEI,T_HDV_AJF_JFL,2000.0,0.0193291418315872,btkm,"As the provincial stock for this technology is unknown, activity units were used. Activity by vintage was estimated using a flow and stock analysis using an avg. annual fleet retirement factor using expected lifetime, meeting 2019 downscaled demand with 5% tolerance. All estimated provincial fleet activity was assigned to jet fuel aircrafts as the share of aviation gasoline is negligible in this class.",T17,,,,,,TRPHRPEI001
PEI,T_HDV_AJF_JFL,2005.0,0.0122975022330718,btkm,"As the provincial stock for this technology is unknown, activity units were used. Activity by vintage was estimated using a flow and stock analysis using an avg. annual fleet retirement factor using expected lifetime, meeting 2019 downscaled demand with 5% tolerance. All estimated provincial fleet activity was assigned to jet fuel aircrafts as the share of aviation gasoline is negligible in this class.",T17,,,,,,TRPHRPEI001
PEI,T_HDV_AJF_JFL,2010.0,0.0173138142688732,btkm,"As the provincial stock for this technology is unknown, activity units were used. Activity by vintage was estimated using a flow and stock analysis using an avg. annual fleet retirement factor using expected lifetime, meeting 2019 downscaled demand with 5% tolerance. All estimated provincial fleet activity was assigned to jet fuel aircrafts as the share of aviation gasoline is negligible in this class.",T17,,,,,,TRPHRPEI001
PEI,T_HDV_AJF_JFL,2015.0,0.0497836194474654,btkm,"As the provincial stock for this technology is unknown, activity units were used. Activity by vintage was estimated using a flow and stock analysis using an avg. annual fleet retirement factor using expected lifetime, meeting 2019 downscaled demand with 5% tolerance. All estimated provincial fleet activity was assigned to jet fuel aircrafts as the share of aviation gasoline is negligible in this class.",T17,,,,,,TRPHRPEI001
PEI,T_HDV_AJP_JFL,2000.0,1.32092007717329,bpkm,"As the provincial stock for this technology is unknown, activity units were used. Activity by vintage was estimated using a flow and stock analysis using an avg. annual fleet retirement factor using expected lifetime, meeting 2019 downscaled demand with 5% tolerance. All estimated provincial fleet activity was assigned to jet fuel aircrafts as the reported national passenger activity excludes non-commercial demand, where most aviation gasoline is assumed to be used.",T17,,,,,,TRPHRPEI001
