region,period,commodity,demand,units,notes,data_source,dq_cred,dq_geog,dq_struc,dq_tech,dq_time,data_id
MB,2025,T_D_pkm_hdv_bt,0.544110389,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2030,T_D_pkm_hdv_bt,0.586094094,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2035,T_D_pkm_hdv_bt,0.628318061,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2040,T_D_pkm_hdv_bt,0.669921441,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2045,T_D_pkm_hdv_bt,0.717349082,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2025,T_D_pkm_hdv_r,0.223605453,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRMB001
MB,2030,T_D_pkm_hdv_r,0.240858911,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRMB001
MB,2035,T_D_pkm_hdv_r,0.258211105,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRMB001
MB,2040,T_D_pkm_hdv_r,0.275308266,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRMB001
MB,2045,T_D_pkm_hdv_r,0.294798941,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRMB001
MB,2025,T_D_pkm_ldv_c,10.329847791,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2030,T_D_pkm_ldv_c,11.12690165,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2035,T_D_pkm_ldv_c,11.928516832,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2040,T_D_pkm_ldv_c,12.718350281,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2045,T_D_pkm_ldv_c,13.618756365,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2025,T_D_pkm_ldv_m,0.180754312,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2030,T_D_pkm_ldv_m,0.194701364,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2035,T_D_pkm_ldv_m,0.208728231,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2040,T_D_pkm_ldv_m,0.222548938,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2045,T_D_pkm_ldv_m,0.238304473,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2025,T_D_pkm_ldv_t,14.368592582,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2030,T_D_pkm_ldv_t,15.477277085,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2035,T_D_pkm_ldv_t,16.592306288,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2040,T_D_pkm_ldv_t,17.690947359,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2045,T_D_pkm_ldv_t,18.943392549,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2025,T_D_tkm_hdv_aj,0.120824937,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRMB001
MB,2030,T_D_tkm_hdv_aj,0.130147822,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRMB001
MB,2035,T_D_tkm_hdv_aj,0.13952406,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRMB001
MB,2040,T_D_tkm_hdv_aj,0.14876249,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRMB001
MB,2045,T_D_tkm_hdv_aj,0.159294253,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRMB001
MB,2025,T_D_tkm_hdv_r,63.261944959,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRMB001
MB,2030,T_D_tkm_hdv_r,68.143253796,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRMB001
MB,2035,T_D_tkm_hdv_r,73.052497043,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRMB001
MB,2040,T_D_tkm_hdv_r,77.889586726,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRMB001
MB,2045,T_D_tkm_hdv_r,83.403844178,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRMB001
MB,2025,T_D_tkm_hdv_t,16.641111346,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2030,T_D_tkm_hdv_t,17.925144012,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2035,T_D_tkm_hdv_t,19.21652485,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2040,T_D_tkm_hdv_t,20.488925629,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2045,T_D_tkm_hdv_t,21.939455996,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2025,T_D_tkm_hdv_wt,1.0,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRMB001
MB,2030,T_D_tkm_hdv_wt,1.0,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRMB001
MB,2035,T_D_tkm_hdv_wt,1.0,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRMB001
MB,2040,T_D_tkm_hdv_wt,1.0,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRMB001
MB,2045,T_D_tkm_hdv_wt,1.0,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRMB001
MB,2025,T_D_tkm_ldv_t,1.536180708,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2030,T_D_tkm_ldv_t,1.654712828,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2035,T_D_tkm_ldv_t,1.773923275,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2040,T_D_tkm_ldv_t,1.891381628,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2045,T_D_tkm_ldv_t,2.025283549,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2025,T_D_tkm_mdv_t,1.138394298,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2030,T_D_tkm_mdv_t,1.226233111,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2035,T_D_tkm_mdv_t,1.314574602,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2040,T_D_tkm_mdv_t,1.401617694,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
MB,2045,T_D_tkm_mdv_t,1.500846373,btkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRMB001
NB,2025,T_D_pj_off,3.01428507118136,PJ,"Dummy technology, to pass off-road demand directly in PJ. Off-road vehicles are assumed to consume diesel only. Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRNB001
NB,2030,T_D_pj_off,3.14567800114297,PJ,"Dummy technology, to pass off-road demand directly in PJ. Off-road vehicles are assumed to consume diesel only. Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRNB001
NB,2035,T_D_pj_off,3.2491801861936,PJ,"Dummy technology, to pass off-road demand directly in PJ. Off-road vehicles are assumed to consume diesel only. Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRNB001
NB,2040,T_D_pj_off,3.332182314971,PJ,"Dummy technology, to pass off-road demand directly in PJ. Off-road vehicles are assumed to consume diesel only. Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRNB001
NB,2045,T_D_pj_off,3.40862000394429,PJ,"Dummy technology, to pass off-road demand directly in PJ. Off-road vehicles are assumed to consume diesel only. Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRNB001
NB,2025,T_D_pkm_hdv_aj,14.6509549568104,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRNB001
NB,2030,T_D_pkm_hdv_aj,14.8618904396991,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRNB001
NB,2035,T_D_pkm_hdv_aj,15.0280506995402,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRNB001
NB,2040,T_D_pkm_hdv_aj,15.1613005944894,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRNB001
NB,2045,T_D_pkm_hdv_aj,15.2840120740126,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector energy use divided by avg. energy intensity from 2015-2019 to estimate the provincial demand of this mode. This demand would also reflect the impact of COVID-19 on demands.",T17,,,,,,TRPHRNB001
NB,2025,T_D_pkm_hdv_bic,0.20336533855534,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRNB001
NB,2030,T_D_pkm_hdv_bic,0.208248269732098,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRNB001
NB,2035,T_D_pkm_hdv_bic,0.212094702309513,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRNB001
NB,2040,T_D_pkm_hdv_bic,0.215179295083743,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRNB001
NB,2045,T_D_pkm_hdv_bic,0.218019934794541,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRNB001
NB,2025,T_D_pkm_hdv_bs,1.45531578887626,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRNB001
NB,2030,T_D_pkm_hdv_bs,1.48198026891175,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRNB001
NB,2035,T_D_pkm_hdv_bs,1.50298468633146,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRNB001
NB,2040,T_D_pkm_hdv_bs,1.51982888492216,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRNB001
NB,2045,T_D_pkm_hdv_bs,1.53534091614167,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRNB001
NB,2025,T_D_pkm_hdv_bt,0.856385461635098,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRNB001
NB,2030,T_D_pkm_hdv_bt,0.877476502030042,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRNB001
NB,2035,T_D_pkm_hdv_bt,0.894090552470244,bpkm,"Based on the findings from Sonia Yet et al. 2022, demand projections are indexed through projected national GDP growth (2019=100), using estimates from the Current Measures Scenario of the Canada's Energy Futures 2023. Initial demand is obtained from 2021 subsector activity, which was impacted by the COVID-19 pandemic.",T17,,,,,,TRPHRNB001
