tech,period,capacity
T_LDV_LTP_GSL_HEV_EX,2030,0.0
T_LDV_LTP_GSL_HEV_EX,2035,0.0
T_LDV_LTP_GSL_HEV_EX,2040,0.0
T_LDV_LTP_GSL_HEV_EX,2045,0.0
T_LDV_LTP_GSL_HEV_EX,2050,0.0
T_LDV_LTP_GSL_HEV_N,2025,-175.3767321336175
T_LDV_LTP_GSL_HEV_N,2030,-343.33840415340796
T_LDV_LTP_GSL_HEV_N,2035,-296.9604253918126
T_LDV_LTP_GSL_HEV_N,2040,-221.6775998572921
T_LDV_LTP_GSL_HEV_N,2045,-139.62651447859392
T_LDV_LTP_GSL_HEV_N,2050,-78.37919112980461
T_LDV_LTP_GSL_N,2025,-1498.6831484896593
T_LDV_LTP_GSL_N,2030,-1380.2827931182896
T_LDV_LTP_GSL_N,2035,-1106.7058890840221
T_LDV_LTP_GSL_N,2040,-746.2861656747388
T_LDV_LTP_GSL_N,2045,-440.89601221535094
T_LDV_LTP_GSL_N,2050,-240.698042396781
T_LDV_LTP_GSL_PHEV35_EX,2025,0.0
T_LDV_LTP_GSL_PHEV35_EX,2030,0.0
T_LDV_LTP_GSL_PHEV35_EX,2035,0.0
T_LDV_LTP_GSL_PHEV35_EX,2040,0.0
T_LDV_LTP_GSL_PHEV35_EX,2045,0.0
T_LDV_LTP_GSL_PHEV35_EX,2050,0.0
T_LDV_LTP_GSL_PHEV35_N,2025,0.00032421891177136786
T_LDV_LTP_GSL_PHEV35_N,2030,-0.010058966157771465
T_LDV_LTP_GSL_PHEV35_N,2035,-0.003262808928184313
T_LDV_LTP_GSL_PHEV35_N,2040,-0.001953293592123373
T_LDV_LTP_GSL_PHEV35_N,2045,204.18649155010246
T_LDV_LTP_GSL_PHEV35_N,2050,197.7259383579957
T_LDV_LTP_GSL_PHEV50_N,2025,-0.0003176308467110066
T_LDV_LTP_GSL_PHEV50_N,2030,0.01013624770096637
T_LDV_LTP_GSL_PHEV50_N,2035,0.0028908808853816744
T_LDV_LTP_GSL_PHEV50_N,2040,0.0014747152404925874
T_LDV_LTP_GSL_PHEV50_N,2045,0.0007364793487905866
T_LDV_LTP_GSL_PHEV50_N,2050,9.499807142464376e-05
T_LDV_M_BEV_N,2025,0.0003586748099024817
T_LDV_M_BEV_N,2030,0.0007052482883977973
T_LDV_M_BEV_N,2035,0.0011070595859337118
T_LDV_M_BEV_N,2040,0.0012194050462426276
T_LDV_M_BEV_N,2045,0.0012356593234130742
T_LDV_M_BEV_N,2050,0.0014513189074705224
T_LDV_M_GSL_EX,2025,0.0
T_LDV_M_GSL_EX,2030,0.0
T_LDV_M_GSL_EX,2035,0.0
T_LDV_M_GSL_N,2025,-0.00046348669812062624
T_LDV_M_GSL_N,2030,-0.0008381505943094596
T_LDV_M_GSL_N,2035,-0.001270352167959539
T_LDV_M_GSL_N,2040,-0.0013294724570124125
T_LDV_M_GSL_N,2045,-0.0013583540661248465
T_LDV_M_GSL_N,2050,-0.0015942403100911394
T_LDV_PHEV_CHRG,2025,1.223824907636839e-05
T_LDV_PHEV_CHRG,2030,0.29860786014365637
T_LDV_PHEV_CHRG,2035,-0.3358259355202975
T_LDV_PHEV_CHRG,2040,-2.227553060043963
T_LDV_PHEV_CHRG,2045,-11.11039159738128
T_LDV_PHEV_CHRG,2050,-15.879492404489177
T_MDV_CHRG,2025,-1.5089610615486284
T_MDV_CHRG,2030,1.0320941981440157
T_MDV_CHRG,2035,0.9866958646588699
T_MDV_CHRG,2040,5.820804008374232
T_MDV_CHRG,2045,-6.318702159770236
T_MDV_CHRG,2050,-4.5865986371311
T_MDV_T_BEV_N,2025,-34.33268718302002
T_MDV_T_BEV_N,2030,26.430772972369553
T_MDV_T_BEV_N,2035,27.695094307702703
T_MDV_T_BEV_N,2040,169.28094908667063
T_MDV_T_BEV_N,2045,10.125647212007834
T_MDV_T_BEV_N,2050,-17.758891308512375
T_MDV_T_DSL_EX,2025,0.0
T_MDV_T_DSL_EX,2030,0.0
T_MDV_T_DSL_EX,2035,0.0
T_MDV_T_DSL_EX,2040,0.0
T_MDV_T_DSL_EX,2045,0.0
T_MDV_T_DSL_EX,2050,3.552713678800501e-15
T_MDV_T_DSL_HEV_N,2025,1.2404066039182097e-05
T_MDV_T_DSL_HEV_N,2030,7.854187476969031e-06
T_MDV_T_DSL_HEV_N,2035,-5.204568996450657e-06
T_MDV_T_DSL_HEV_N,2040,-3.19407173836743e-05
T_MDV_T_DSL_HEV_N,2045,-5.667987298770347e-05
T_MDV_T_DSL_HEV_N,2050,-8.850637336191325e-05
T_MDV_T_DSL_N,2025,4.620245417760651e-06
T_MDV_T_DSL_N,2030,-7.727429690047177e-07
T_MDV_T_DSL_N,2035,-1.1749655446761867e-05
T_MDV_T_DSL_N,2040,-4.587907977067956e-05
T_MDV_T_DSL_N,2045,-9.641720527400305e-05
T_MDV_T_DSL_N,2050,-0.00011220975971542042
T_MDV_T_DSL_PHEV_N,2025,-2.0952591815668383e-05
T_MDV_T_DSL_PHEV_N,2030,-4.587099614438453e-05
T_MDV_T_DSL_PHEV_N,2035,-7.423966267054117e-05
T_MDV_T_DSL_PHEV_N,2040,-0.00012429198656840215
T_MDV_T_DSL_PHEV_N,2045,-0.00023581719887404845
T_MDV_T_DSL_PHEV_N,2050,-0.0002554187302095143
T_MDV_T_FCEV_N,2025,-0.0025368921094570144
T_MDV_T_FCEV_N,2030,-0.0036540266415013172
T_MDV_T_FCEV_N,2035,-0.0033737120267378347
T_MDV_T_FCEV_N,2040,-0.002788423758399943
T_MDV_T_FCEV_N,2045,-0.0022781877961113345
T_MDV_T_FCEV_N,2050,-0.0018177138816625389
T_MDV_T_FCHEV_N,2025,32.028958141235805
T_MDV_T_FCHEV_N,2030,-21.688493567233763
T_MDV_T_FCHEV_N,2035,-24.310253164089204
T_MDV_T_FCHEV_N,2040,-23.306339798040796
T_MDV_T_FCHEV_N,2045,-17.403220417695223
T_MDV_T_FCHEV_N,2050,17.76138085953408
T_MDV_T_GSL_EX,2025,0.0
T_MDV_T_GSL_EX,2030,0.0
T_MDV_T_GSL_EX,2035,0.0
T_MDV_T_GSL_EX,2040,0.0
T_MDV_T_GSL_EX,2045,-3.552713678800501e-15
T_MDV_T_GSL_EX,2050,0.0
T_MDV_T_GSL_N,2025,-0.0001566268036470664
T_MDV_T_GSL_N,2030,-0.0002295826711044463
T_MDV_T_GSL_N,2035,-0.0002520767192930687
T_MDV_T_GSL_N,2040,-0.00024383066872819186
T_MDV_T_GSL_N,2045,-0.00022505664017408763
T_MDV_T_GSL_N,2050,-0.0002124109445523551
