tech,period,capacity
T_HDV_BIC_DSL_HEV_N,2025,4.150723144938489e-05
T_HDV_BIC_DSL_HEV_N,2030,5.523049620826124e-05
T_HDV_BIC_DSL_HEV_N,2035,5.400091577443242e-05
T_HDV_BIC_DSL_HEV_N,2040,8.369033976887327e-06
T_HDV_BIC_DSL_HEV_N,2045,-2.06583748977383e-05
T_HDV_BIC_DSL_HEV_N,2050,-3.9128759025288296e-05
T_HDV_BIC_DSL_N,2025,2.2408188832995846
T_HDV_BIC_DSL_N,2030,2.351254752044189
T_HDV_BIC_DSL_N,2035,1.5266313473530215
T_HDV_BIC_DSL_N,2040,0.14475009726462285
T_HDV_BIC_DSL_N,2045,0.0522473195338596
T_HDV_BIC_DSL_N,2050,0.006835029068853278
T_HDV_BIC_FCEV_N,2025,7.846221408390244e-06
T_HDV_BIC_FCEV_N,2030,0.01856354650845904
T_HDV_BIC_FCEV_N,2035,0.01863151649801087
T_HDV_BIC_FCEV_N,2040,0.0018229600408354862
T_HDV_BIC_FCEV_N,2045,0.0007209721851189066
T_HDV_BIC_FCEV_N,2050,0.00019941719053928608
T_HDV_BIC_GSL_EX,2025,0.0
T_HDV_BIC_GSL_EX,2030,0.0
T_HDV_BIC_GSL_N,2025,-2.268156874159568
T_HDV_BIC_GSL_N,2030,-2.379946702913246
T_HDV_BIC_GSL_N,2035,-1.5452643510253834
T_HDV_BIC_GSL_N,2040,-0.14653820314303967
T_HDV_BIC_GSL_N,2045,-0.05292107399202542
T_HDV_BIC_GSL_N,2050,-0.006957740904063743
T_HDV_BS_BEV_N,2025,-8.027098721078826e-05
T_HDV_BS_BEV_N,2030,-0.00038173713173844334
T_HDV_BS_BEV_N,2035,-0.15238954224627044
T_HDV_BS_BEV_N,2040,-0.21896602324020265
T_HDV_BS_BEV_N,2045,-0.007420821994688964
T_HDV_BS_BEV_N,2050,-0.003927955734305044
T_HDV_BS_CNG_EX,2025,0.0
T_HDV_BS_CNG_EX,2030,0.0
T_HDV_BS_CNG_N,2025,-2.676979889589732e-05
T_HDV_BS_CNG_N,2030,-4.36725349939076e-05
T_HDV_BS_CNG_N,2035,-5.2286692297558344e-05
T_HDV_BS_CNG_N,2040,-5.147368855524678e-05
T_HDV_BS_CNG_N,2045,-5.197005872340772e-05
T_HDV_BS_CNG_N,2050,-6.374855235371775e-05
T_HDV_BS_DSL_EX,2025,0.0
T_HDV_BS_DSL_EX,2030,0.0
T_HDV_BS_DSL_HEV_N,2025,9.453331537891706e-06
T_HDV_BS_DSL_HEV_N,2030,9.9241899256578e-06
T_HDV_BS_DSL_HEV_N,2035,1.0728327605477705e-05
T_HDV_BS_DSL_HEV_N,2040,-2.9754790155274933e-05
T_HDV_BS_DSL_HEV_N,2045,-4.197193994341432e-05
T_HDV_BS_DSL_HEV_N,2050,-5.1873411670980124e-05
T_HDV_BS_DSL_N,2025,1.4947969714207742e-05
T_HDV_BS_DSL_N,2030,1.4947969714207742e-05
T_HDV_BS_DSL_N,2035,-1.3478338963818296e-05
T_HDV_BS_DSL_N,2040,-3.9384332634375354e-05
T_HDV_BS_DSL_N,2045,-4.3600426567830974e-05
T_HDV_BS_DSL_N,2050,-5.1464776565336714e-05
T_HDV_BS_DSL_PHEV_N,2025,-2.888416948244302e-05
T_HDV_BS_DSL_PHEV_N,2030,-5.6649401171493614e-05
T_HDV_BS_DSL_PHEV_N,2035,-8.354904652062517e-05
T_HDV_BS_DSL_PHEV_N,2040,-9.709486659749455e-05
T_HDV_BS_DSL_PHEV_N,2045,-0.00014318779475976686
T_HDV_BS_DSL_PHEV_N,2050,-0.00013751600959054555
T_HDV_BS_FCEV_N,2025,-0.00025755696127635337
T_HDV_BS_FCEV_N,2030,-0.0003940762642846438
T_HDV_BS_FCEV_N,2035,-0.00047446004034557053
T_HDV_BS_FCEV_N,2040,-0.0005009417566800213
T_HDV_BS_FCEV_N,2045,-0.0004610989341410707
T_HDV_BS_FCEV_N,2050,-0.00035814036841978953
T_HDV_BS_FCHEV_N,2025,-0.333649950244272
T_HDV_BS_FCHEV_N,2030,0.018379619367838274
T_HDV_BS_FCHEV_N,2035,0.1530817012462169
T_HDV_BS_FCHEV_N,2040,0.21970626065875942
T_HDV_BS_FCHEV_N,2045,0.008187122537740732
T_HDV_BS_FCHEV_N,2050,0.004600790141438507
T_HDV_BS_GSL_EX,2025,0.0
T_HDV_BS_GSL_EX,2030,0.0
T_HDV_BS_GSL_N,2025,-0.00010846252096162241
T_HDV_BS_GSL_N,2030,-0.00014535791287038734
T_HDV_BS_GSL_N,2035,-0.0001392190250909676
T_HDV_BS_GSL_N,2040,-8.477035217438134e-05
T_HDV_BS_GSL_N,2045,-8.86175330674358e-05
T_HDV_BS_GSL_N,2050,-9.482690413076181e-05
T_HDV_BT_BEV_EX,2025,0.0
T_HDV_BT_BEV_EX,2030,0.0
T_HDV_BT_BEV_N,2025,-0.0003249204013460713
T_HDV_BT_BEV_N,2030,0.16111383155085446
T_HDV_BT_BEV_N,2035,4.287178856388387
T_HDV_BT_BEV_N,2040,8.783727979225361
T_HDV_BT_BEV_N,2045,7.436058914047202
T_HDV_BT_BEV_N,2050,3.2309534331183816
T_HDV_BT_CNG_EX,2025,0.0
T_HDV_BT_CNG_EX,2030,0.0
T_HDV_BT_CNG_N,2040,-1.1081315410046408e-05
T_HDV_BT_CNG_N,2045,-1.1081315410046408e-05
T_HDV_BT_CNG_N,2050,-1.0745810427676817e-05
T_HDV_BT_DSL_EX,2025,0.0
T_HDV_BT_DSL_EX,2030,0.0
T_HDV_BT_DSL_PHEV_N,2035,-1.4042146732462281e-05
T_HDV_BT_DSL_PHEV_N,2040,-3.127259914218924e-05
T_HDV_BT_DSL_PHEV_N,2045,-3.178427918756481e-05
T_HDV_BT_DSL_PHEV_N,2050,-4.222948359485447e-05
T_HDV_BT_FCEV_N,2025,-5.4156931609165165e-05
T_HDV_BT_FCEV_N,2030,-8.858357600088242e-05
T_HDV_BT_FCEV_N,2035,-0.00012251583813894954
T_HDV_BT_FCEV_N,2040,-0.0001639913701472969
T_HDV_BT_FCEV_N,2045,-0.0001834779203209196
T_HDV_BT_FCEV_N,2050,-0.00014057111483712392
T_HDV_BT_FCHEV_N,2025,-0.1537958857504247
T_HDV_BT_FCHEV_N,2030,-0.16100748869922477
T_HDV_BT_FCHEV_N,2035,-4.287041435744474
T_HDV_BT_FCHEV_N,2040,-8.78351775403213
T_HDV_BT_FCHEV_N,2045,-7.435825367823898
T_HDV_BT_FCHEV_N,2050,-3.2307587616442484
T_HDV_BT_GSL_EX,2025,0.0
T_HDV_BT_GSL_EX,2030,0.0
T_HDV_BT_GSL_N,2025,-1.2185661775053291e-05
T_HDV_BT_GSL_N,2030,-1.2185661775053291e-05
T_HDV_CHRG,2025,-1.3073312668199222e-05
T_HDV_CHRG,2030,-3.224476758267869e-06
T_HDV_CHRG,2035,1.1119226901614994
T_HDV_CHRG,2040,1.3389937086178776
T_HDV_CHRG,2045,0.6356211304150108
T_HDV_CHRG,2050,-3.341291460743598
T_HDV_RF_DSL_EX,2025,0.0
T_HDV_RF_DSL_EX,2030,0.0
T_HDV_RF_DSL_EX,2035,0.0
T_HDV_RF_DSL_EX,2040,0.0
T_HDV_RF_DSL_EX,2045,0.0
T_HDV_RF_DSL_N,2025,7.28025417672249
T_HDV_RF_DSL_N,2030,35.731763538458786
T_HDV_RF_DSL_N,2035,95.74804912310776
T_HDV_RF_DSL_N,2040,104.29128912209654
T_HDV_RF_DSL_N,2045,112.70884107953917
T_HDV_RF_DSL_N,2050,145.1397157859756
T_HDV_RF_H2_N,2030,-11.187366552607482
T_HDV_RF_H2_N,2035,-19.681305165524556
T_HDV_RF_H2_N,2040,-28.224591014989294
T_HDV_RF_H2_N,2045,-36.641509501590065
T_HDV_RF_H2_N,2050,-46.23772515080829
T_HDV_RF_LNG_N,2025,-98.90155352450753
T_HDV_RF_LNG_N,2030,-98.9016743964629
T_HDV_RF_LNG_N,2035,-98.90180397409951
T_HDV_RF_LNG_N,2040,-98.9019651901842
T_HDV_RF_LNG_N,2045,-98.90220494045079
T_HDV_RF_LNG_N,2050,-98.902484795837
T_HDV_RICP_DSL_EX,2025,0.0
T_HDV_RICP_DSL_EX,2030,0.0
T_HDV_RICP_DSL_EX,2035,0.0
T_HDV_RICP_DSL_EX,2040,0.0
T_HDV_RICP_DSL_EX,2045,0.0
T_HDV_RICP_DSL_N,2025,-8.1047923487787e-07
T_HDV_RICP_DSL_N,2030,0.03954065336800736
T_HDV_RICP_DSL_N,2035,0.1628271574569747
T_HDV_RICP_DSL_N,2040,0.24672815813616342
T_HDV_RICP_DSL_N,2045,0.34664242073741697
T_HDV_RICP_DSL_N,2050,0.5048843676841778
T_HDV_RICP_H2_N,2030,-0.38911648665687254
T_HDV_RICP_H2_N,2035,-0.4191416718654922
T_HDV_RICP_H2_N,2040,-0.4493156815264931
T_HDV_RICP_H2_N,2045,-0.4790094689170542
T_HDV_RICP_H2_N,2050,-0.5130039269669286
T_HDV_T_BEV_N,2025,-5.6753315516879e-05
T_HDV_T_BEV_N,2030,-0.15868206081176217
T_HDV_T_BEV_N,2035,-0.8696914649125453
T_HDV_T_BEV_N,2040,-4.558613920809535
T_HDV_T_BEV_N,2045,-5.4294958079833435
T_HDV_T_BEV_N,2050,-14.933957558805844
T_HDV_T_DSL_EX,2025,0.0
T_HDV_T_DSL_EX,2030,0.0
T_HDV_T_DSL_EX,2035,0.0
T_HDV_T_DSL_EX,2040,0.0
T_HDV_T_DSL_EX,2045,0.0
T_HDV_T_DSL_EX,2050,-1.7763568394002505e-15
T_HDV_T_DSL_HEV_N,2025,39.22123511492435
T_HDV_T_DSL_HEV_N,2030,47.75529625298326
T_HDV_T_DSL_HEV_N,2035,53.2120668937791
T_HDV_T_DSL_HEV_N,2040,55.9552499648816
T_HDV_T_DSL_HEV_N,2045,55.774698331939874
T_HDV_T_DSL_HEV_N,2050,54.22929523161701
T_HDV_T_DSL_N,2025,3.714129681894149e-05
T_HDV_T_DSL_N,2030,4.615331054943547e-05
T_HDV_T_DSL_N,2035,5.0825423712049356e-05
T_HDV_T_DSL_N,2040,4.302163845590035e-05
T_HDV_T_DSL_N,2045,1.5174866743907553e-05
T_HDV_T_DSL_PHEV_N,2035,-1.1792387066659011e-05
T_HDV_T_DSL_PHEV_N,2040,-3.2237872226567336e-05
T_HDV_T_DSL_PHEV_N,2045,-3.166487694310829e-05
T_HDV_T_DSL_PHEV_N,2050,-4.480628713448008e-05
T_HDV_T_FCEV_N,2025,-6.232310431149448e-05
T_HDV_T_FCEV_N,2030,-0.00010527924046277771
T_HDV_T_FCEV_N,2035,-0.00015227761820369197
T_HDV_T_FCEV_N,2040,-0.00020564753694305538
T_HDV_T_FCEV_N,2045,-0.00018460813591694887
T_HDV_T_FCEV_N,2050,-0.000185702598183298
T_HDV_T_FCHEV_N,2025,-44.59920281549567
T_HDV_T_FCHEV_N,2030,-47.59655764332743
T_HDV_T_FCHEV_N,2035,-52.34226656241458
T_HDV_T_FCHEV_N,2040,-54.52844542959069
T_HDV_T_FCHEV_N,2045,-52.57948614302289
T_HDV_T_FCHEV_N,2050,-36.583721018655964
T_HDV_WTF_HFO_EX,2025,7.105427357601002e-15
T_HDV_WTF_HFO_EX,2030,-7.105427357601002e-15
T_HDV_WTF_HFO_EX,2035,0.0
T_HDV_WTF_HFO_EX,2040,0.0
T_HDV_WTF_HFO_EX,2045,0.0
T_HDV_WTF_HFO_N,2025,4.1532225530716005e-05
T_HDV_WTF_HFO_N,2030,0.00023764330287434632
T_HDV_WTF_HFO_N,2035,0.000425190181960744
T_HDV_WTF_HFO_N,2040,0.0009220868551906847
T_HDV_WTF_HFO_N,2045,0.0026139512391694097
T_HDV_WTF_HFO_N,2050,0.0020685414934291657
T_HDV_WTF_LNG_N,2025,-9.254678079436996e-05
T_HDV_WTF_LNG_N,2030,-0.00029511289170670765
T_HDV_WTF_LNG_N,2035,-0.0005726512958219335
T_HDV_WTF_LNG_N,2040,-0.0011899319634924009
T_HDV_WTF_LNG_N,2045,-0.0030439513212491094
T_HDV_WTF_LNG_N,2050,0.007432311046706275
T_HDV_WTF_MDO_EX,2025,0.0
T_HDV_WTF_MDO_EX,2030,0.0
T_HDV_WTF_MDO_EX,2035,0.0
T_HDV_WTF_MDO_EX,2040,0.0
T_HDV_WTF_MDO_EX,2045,0.0
T_HDV_WTF_MDO_N,2030,-3.3610178555000055e-05
T_HDV_WTF_MDO_N,2035,-3.3610178555000055e-05
T_HDV_WTF_MDO_N,2040,-3.3610178555000055e-05
T_HDV_WTF_MDO_N,2045,-3.3610178555000055e-05
T_HDV_WTF_MDO_N,2050,-3.3610178555000055e-05
T_I_H2_ELC_ALK,2025,-0.0001698009659562308
T_I_H2_ELC_ALK,2030,-0.00038989515684453234
T_I_H2_ELC_ALK,2035,-0.0006655500541151644
T_I_H2_ELC_ALK,2040,-0.0009682142805498098
T_I_H2_ELC_ALK,2045,-0.0011509227191764898
T_I_H2_ELC_ALK,2050,-0.0013117816184739436
T_I_H2_ELC_PEM,2025,-0.00013359903431097792
T_I_H2_ELC_PEM,2030,-0.0003260312416030686
T_I_H2_ELC_PEM,2035,-0.0005832807777390067
T_I_H2_ELC_PEM,2040,-0.000886588550350901
T_I_H2_ELC_PEM,2045,-0.001126516298320426
T_I_H2_ELC_PEM,2050,-0.0013572183444809569
T_I_H2_SMR,2025,-1.2044429202624518
T_I_H2_SMR,2030,-1.0657622782249012
T_I_H2_SMR,2035,-0.7752524981609215
T_I_H2_SMR,2040,-0.38287318445763363
T_I_H2_SMR,2045,-0.5175038365040527
T_I_H2_SMR,2050,-1.0725825691351307
T_LDV_BEV_CHRG,2025,-0.40606296545552567
T_LDV_BEV_CHRG,2030,-2.761039264611618
T_LDV_BEV_CHRG,2035,-7.514482246697767
T_LDV_BEV_CHRG,2040,49.00190214401756
T_LDV_BEV_CHRG,2045,119.7393700960497
T_LDV_BEV_CHRG,2050,172.36673013156013
T_LDV_C_BEV150_EX,2025,0.0
T_LDV_C_BEV150_EX,2030,0.0
T_LDV_C_BEV150_EX,2035,0.0
T_LDV_C_BEV150_EX,2040,0.0
T_LDV_C_BEV150_EX,2045,0.0
T_LDV_C_BEV150_EX,2050,0.0
T_LDV_C_BEV150_N,2025,4.134130609401154e-06
T_LDV_C_BEV150_N,2030,7.275291970643138e-05
T_LDV_C_BEV150_N,2035,32.26330066822733
T_LDV_C_BEV150_N,2040,75.76573343173482
T_LDV_C_BEV150_N,2045,131.10901596580004
T_LDV_C_BEV150_N,2050,162.94736620538447
T_LDV_C_BEV200_N,2025,8.459076120459486e-06
T_LDV_C_BEV200_N,2030,0.0001457889793243794
T_LDV_C_BEV200_N,2035,64.52660166621763
T_LDV_C_BEV200_N,2040,151.5314670566902
T_LDV_C_BEV200_N,2045,262.218032030829
T_LDV_C_BEV200_N,2050,325.89473244222495
T_LDV_C_BEV300_N,2025,1.2683600544960427e-05
T_LDV_C_BEV300_N,2030,0.00021867665930130897
T_LDV_C_BEV300_N,2035,96.78990249488481
T_LDV_C_BEV300_N,2040,227.29720062630668
T_LDV_C_BEV300_N,2045,393.3270480976146
T_LDV_C_BEV300_N,2050,488.84209869704773
T_LDV_C_BEV400_N,2025,1.6910169534867237e-05
T_LDV_C_BEV400_N,2030,0.00029156590039747243
T_LDV_C_BEV400_N,2035,129.05320332002225
T_LDV_C_BEV400_N,2040,303.0629341582228
T_LDV_C_BEV400_N,2045,524.4360640942089
T_LDV_C_BEV400_N,2050,651.7894649060645
T_LDV_C_CNG_N,2025,-0.0010400276586758244
T_LDV_C_CNG_N,2030,-0.0010550994288958892
T_LDV_C_CNG_N,2035,-0.0009203226878407455
T_LDV_C_CNG_N,2040,-0.0006489176948026771
T_LDV_C_CNG_N,2045,-0.0007658183218390687
T_LDV_C_CNG_N,2050,-0.0008562610332433399
T_LDV_C_DSL_EX,2025,0.0
T_LDV_C_DSL_EX,2030,0.0
T_LDV_C_DSL_EX,2035,0.0
T_LDV_C_DSL_EX,2040,0.0
T_LDV_C_DSL_EX,2045,0.0
T_LDV_C_DSL_EX,2050,6.938893903907228e-18
T_LDV_C_DSL_N,2025,2001.1594674915002
T_LDV_C_DSL_N,2030,2277.9225455430847
T_LDV_C_DSL_N,2035,1937.3430997996065
T_LDV_C_DSL_N,2040,1045.252615429223
T_LDV_C_DSL_N,2045,386.54545303946753
T_LDV_C_DSL_N,2050,121.91624097764269
T_LDV_C_FCEV400_N,2025,0.00010349411994070579
T_LDV_C_FCEV400_N,2030,159.3028296647102
T_LDV_C_FCEV400_N,2035,918.7900139513961
T_LDV_C_FCEV400_N,2040,1859.6768493611357
T_LDV_C_FCEV400_N,2045,1638.1548486281633
T_LDV_C_FCEV400_N,2050,326.69426149057836
T_LDV_C_GSL_EX,2025,0.0
T_LDV_C_GSL_EX,2030,0.0
T_LDV_C_GSL_EX,2035,0.0
T_LDV_C_GSL_EX,2040,0.0
T_LDV_C_GSL_EX,2045,0.0
T_LDV_C_GSL_EX,2050,0.0
T_LDV_C_GSL_HEV_EX,2025,0.0
T_LDV_C_GSL_HEV_EX,2030,0.0
T_LDV_C_GSL_HEV_EX,2035,0.0
T_LDV_C_GSL_HEV_EX,2040,0.0
T_LDV_C_GSL_HEV_EX,2045,0.0
T_LDV_C_GSL_HEV_EX,2050,0.0
T_LDV_C_GSL_HEV_N,2025,-177.5281999554567
T_LDV_C_GSL_HEV_N,2030,-197.30190444873978
T_LDV_C_GSL_HEV_N,2035,-167.63731363268946
T_LDV_C_GSL_HEV_N,2040,-87.58224627592011
T_LDV_C_GSL_HEV_N,2045,-30.559524316203646
T_LDV_C_GSL_HEV_N,2050,-8.292032435643257
T_LDV_C_GSL_N,2025,-1685.9949629143248
T_LDV_C_GSL_N,2030,-1626.461586225803
T_LDV_C_GSL_N,2035,-1352.016628224948
T_LDV_C_GSL_N,2040,-636.0280746590818
T_LDV_C_GSL_N,2045,-199.50186712067475
T_LDV_C_GSL_N,2050,-51.949955315391755
T_LDV_C_GSL_PHEV35_EX,2025,0.0
T_LDV_C_GSL_PHEV35_EX,2030,0.0
T_LDV_C_GSL_PHEV35_EX,2035,0.0
T_LDV_C_GSL_PHEV35_EX,2040,0.0
T_LDV_C_GSL_PHEV35_EX,2045,0.0
T_LDV_C_GSL_PHEV35_EX,2050,0.0
T_LDV_C_GSL_PHEV35_N,2025,0.0017779972282028211
T_LDV_C_GSL_PHEV35_N,2030,0.008346435560383725
T_LDV_C_GSL_PHEV35_N,2035,539.6042701487954
T_LDV_C_GSL_PHEV35_N,2040,351.98690622175343
T_LDV_C_GSL_PHEV35_N,2045,-146.90090076198464
T_LDV_C_GSL_PHEV35_N,2050,-773.7006252962858
T_LDV_C_GSL_PHEV50_N,2025,-0.0017620077131468173
T_LDV_C_GSL_PHEV50_N,2030,-0.006854837194910621
T_LDV_C_GSL_PHEV50_N,2035,-0.00465210925986804
T_LDV_C_GSL_PHEV50_N,2040,-0.039199338373603856
T_LDV_C_GSL_PHEV50_N,2045,-0.03983539912035534
T_LDV_C_GSL_PHEV50_N,2050,-0.033654657642325975
T_LDV_LTF_BEV150_N,2025,1.4957780198443515e-05
T_LDV_LTF_BEV150_N,2030,-3.2667892924109765e-07
T_LDV_LTF_BEV150_N,2035,12.558098228952284
T_LDV_LTF_BEV150_N,2040,46.864640303071134
T_LDV_LTF_BEV150_N,2045,107.46880113281922
T_LDV_LTF_BEV150_N,2050,122.45649013727845
T_LDV_LTF_BEV200_N,2025,3.0105197922125626e-05
T_LDV_LTF_BEV200_N,2030,-3.1859859461746964e-07
T_LDV_LTF_BEV200_N,2035,25.116196820190467
T_LDV_LTF_BEV200_N,2040,93.72928080510253
T_LDV_LTF_BEV200_N,2045,214.93760246672153
T_LDV_LTF_BEV200_N,2050,244.91298039995635
T_LDV_LTF_BEV300_N,2025,4.515314608966037e-05
T_LDV_LTF_BEV300_N,2030,-4.885901176976404e-07
T_LDV_LTF_BEV300_N,2035,37.674295219694486
T_LDV_LTF_BEV300_N,2040,140.59392127506914
T_LDV_LTF_BEV300_N,2045,322.40640376175355
T_LDV_LTF_BEV300_N,2050,367.3694706519687
T_LDV_LTF_BEV400_N,2025,6.020272438433949e-05
T_LDV_LTF_BEV400_N,2030,-6.559842233855306e-07
T_LDV_LTF_BEV400_N,2035,50.23239362197872
T_LDV_LTF_BEV400_N,2040,187.45856169583269
T_LDV_LTF_BEV400_N,2045,429.87520500940843
T_LDV_LTF_BEV400_N,2050,489.825960866067
T_LDV_LTF_CNG_N,2025,-0.0010081112228300308
T_LDV_LTF_CNG_N,2030,-0.0010130877630964924
T_LDV_LTF_CNG_N,2035,-0.0009162069461627462
T_LDV_LTF_CNG_N,2040,-0.0007698476044161452
T_LDV_LTF_CNG_N,2045,-0.0007240534525487397
T_LDV_LTF_CNG_N,2050,-0.0006625820351342551
T_LDV_LTF_DSL_EX,2025,0.0
T_LDV_LTF_DSL_EX,2030,0.0
T_LDV_LTF_DSL_EX,2035,0.0
T_LDV_LTF_DSL_EX,2040,0.0
T_LDV_LTF_DSL_EX,2045,0.0
T_LDV_LTF_DSL_EX,2050,0.0
T_LDV_LTF_DSL_N,2025,206.16324361503
T_LDV_LTF_DSL_N,2030,193.36375066612553
T_LDV_LTF_DSL_N,2035,158.30981667682323
T_LDV_LTF_DSL_N,2040,109.94846701344954
T_LDV_LTF_DSL_N,2045,67.63550673729071
T_LDV_LTF_DSL_N,2050,39.569749058171105
T_LDV_LTF_FCEV400_N,2025,-33.678369454123235
T_LDV_LTF_FCEV400_N,2030,-31.58750821580812
T_LDV_LTF_FCEV400_N,2035,-25.861074722124236
T_LDV_LTF_FCEV400_N,2040,-17.960894837587066
T_LDV_LTF_FCEV400_N,2045,-154.76961358620267
T_LDV_LTF_FCEV400_N,2050,39.26467750168047
T_LDV_LTF_GSL_EX,2025,0.0
T_LDV_LTF_GSL_EX,2030,0.0
T_LDV_LTF_GSL_EX,2035,0.0
T_LDV_LTF_GSL_EX,2040,0.0
T_LDV_LTF_GSL_EX,2045,0.0
T_LDV_LTF_GSL_EX,2050,-7.105427357601002e-15
T_LDV_LTF_GSL_HEV_EX,2025,0.0
T_LDV_LTF_GSL_HEV_EX,2030,0.0
T_LDV_LTF_GSL_HEV_EX,2035,0.0
T_LDV_LTF_GSL_HEV_EX,2040,0.0
T_LDV_LTF_GSL_HEV_EX,2045,0.0
T_LDV_LTF_GSL_HEV_EX,2050,0.0
T_LDV_LTF_GSL_HEV_N,2025,-175.3767005098922
T_LDV_LTF_GSL_HEV_N,2030,-164.488603988962
T_LDV_LTF_GSL_HEV_N,2035,-134.66933881842115
T_LDV_LTF_GSL_HEV_N,2040,-93.52988200754304
T_LDV_LTF_GSL_HEV_N,2045,-55.43821934743714
T_LDV_LTF_GSL_HEV_N,2050,-30.538456137376826
T_LDV_LTF_GSL_N,2025,-0.00156898543335989
T_LDV_LTF_GSL_N,2030,-0.0015156232413452535
T_LDV_LTF_GSL_N,2035,-0.0012809350202890224
T_LDV_LTF_GSL_N,2040,-0.0009311792736311535
T_LDV_LTF_GSL_N,2045,-0.0006623724842254797
T_LDV_LTF_GSL_N,2050,-0.000496090334464947
T_LDV_LTF_GSL_PHEV35_EX,2025,0.0
T_LDV_LTF_GSL_PHEV35_EX,2030,0.0
T_LDV_LTF_GSL_PHEV35_EX,2035,0.0
T_LDV_LTF_GSL_PHEV35_EX,2040,0.0
T_LDV_LTF_GSL_PHEV35_EX,2045,0.0
T_LDV_LTF_GSL_PHEV35_EX,2050,0.0
T_LDV_LTF_GSL_PHEV35_N,2025,-0.009072840774138058
T_LDV_LTF_GSL_PHEV35_N,2030,-266.9970870954872
T_LDV_LTF_GSL_PHEV35_N,2035,-674.7888646144681
T_LDV_LTF_GSL_PHEV35_N,2040,-839.8185827146658
T_LDV_LTF_GSL_PHEV35_N,2045,-1206.5867742033308
T_LDV_LTF_GSL_PHEV35_N,2050,-1497.54337148018
T_LDV_LTF_GSL_PHEV50_N,2025,0.009083255745202915
T_LDV_LTF_GSL_PHEV50_N,2030,293.0064865510745
T_LDV_LTF_GSL_PHEV50_N,2035,565.8277607823977
T_LDV_LTF_GSL_PHEV50_N,2040,497.8827156268026
T_LDV_LTF_GSL_PHEV50_N,2045,379.6612674249376
T_LDV_LTF_GSL_PHEV50_N,2050,250.7936137836924
T_LDV_LTP_BEV150_N,2025,3.448982198506201e-06
T_LDV_LTP_BEV150_N,2030,1.9971420378794846e-05
T_LDV_LTP_BEV150_N,2035,5.1047038581941706e-05
T_LDV_LTP_BEV150_N,2040,107.75885467443568
T_LDV_LTP_BEV150_N,2045,269.0917342544063
T_LDV_LTP_BEV150_N,2050,465.8235322451782
T_LDV_LTP_BEV200_N,2025,7.05536928080619e-06
T_LDV_LTP_BEV200_N,2030,4.0193068514327024e-05
T_LDV_LTP_BEV200_N,2035,0.00010240508103720458
T_LDV_LTP_BEV200_N,2040,215.51770955425343
T_LDV_LTP_BEV200_N,2045,538.1834686384358
T_LDV_LTP_BEV200_N,2050,931.6470645613898
T_LDV_LTP_BEV300_EX,2025,0.0
T_LDV_LTP_BEV300_EX,2030,0.0
T_LDV_LTP_BEV300_EX,2035,0.0
T_LDV_LTP_BEV300_EX,2040,0.0
T_LDV_LTP_BEV300_EX,2045,0.0
T_LDV_LTP_BEV300_EX,2050,0.0
T_LDV_LTP_BEV300_N,2025,1.0584875852259756e-05
T_LDV_LTP_BEV300_N,2030,6.0287466652653166e-05
T_LDV_LTP_BEV300_N,2035,0.00015360076520209986
T_LDV_LTP_BEV300_N,2040,323.27656436805796
T_LDV_LTP_BEV300_N,2045,807.2752029921043
T_LDV_LTP_BEV300_N,2050,1397.470596871403
T_LDV_LTP_BEV400_N,2025,1.4108614436736389e-05
T_LDV_LTP_BEV400_N,2030,8.037632244395354e-05
T_LDV_LTP_BEV400_N,2035,0.00020479528143368952
T_LDV_LTP_BEV400_N,2040,431.0354191525088
T_LDV_LTP_BEV400_N,2045,1076.3669373222795
T_LDV_LTP_BEV400_N,2050,1863.2941291655284
T_LDV_LTP_CNG_N,2025,-0.004140864468134793
T_LDV_LTP_CNG_N,2030,-0.0038727151541137284
T_LDV_LTP_CNG_N,2035,-0.0032200833624960036
T_LDV_LTP_CNG_N,2040,-0.0022450956926238857
T_LDV_LTP_CNG_N,2045,-0.0014201460520665435
T_LDV_LTP_CNG_N,2050,-0.0008843538587053076
T_LDV_LTP_DSL_EX,2025,0.0
T_LDV_LTP_DSL_EX,2030,0.0
T_LDV_LTP_DSL_EX,2035,0.0
T_LDV_LTP_DSL_EX,2040,3.552713678800501e-15
T_LDV_LTP_DSL_EX,2045,0.0
T_LDV_LTP_DSL_EX,2050,0.0
T_LDV_LTP_DSL_N,2025,1804.9909914900534
T_LDV_LTP_DSL_N,2030,1662.3913982647402
T_LDV_LTP_DSL_N,2035,1332.899529801151
T_LDV_LTP_DSL_N,2040,899.6745586380082
T_LDV_LTP_DSL_N,2045,531.8023150832837
T_LDV_LTP_DSL_N,2050,296.07140560783404
T_LDV_LTP_FCEV400_N,2025,-3.8508908367194827
T_LDV_LTP_FCEV400_N,2030,151.59459487128993
T_LDV_LTP_FCEV400_N,2035,68.78916522234177
T_LDV_LTP_FCEV400_N,2040,47.021976292153454
T_LDV_LTP_FCEV400_N,2045,201.37301962134225
T_LDV_LTP_FCEV400_N,2050,173.98258856900173
T_LDV_LTP_GSL_EX,2025,0.0
T_LDV_LTP_GSL_EX,2030,0.0
T_LDV_LTP_GSL_EX,2035,0.0
T_LDV_LTP_GSL_EX,2040,0.0
T_LDV_LTP_GSL_EX,2045,0.0
T_LDV_LTP_GSL_EX,2050,0.0
T_LDV_LTP_GSL_HEV_EX,2025,0.0
