tech,vintage,fraction,notes,period,region
T_LDV_C_GSL_PHEV50_N,2050,0.942357823,From MOVES5,2057,ON
T_LDV_C_GSL_PHEV50_N,2050,0.919741236,From MOVES5,2058,ON
T_LDV_C_GSL_PHEV50_N,2050,0.89306874,From MOVES5,2059,ON
T_LDV_C_GSL_PHEV50_N,2050,0.861811334,From MOVES5,2060,ON
T_LDV_C_GSL_PHEV50_N,2050,0.826477069,From MOVES5,2061,ON
T_LDV_C_GSL_PHEV50_N,2050,0.787632647,From MOVES5,2062,ON
T_LDV_C_GSL_PHEV50_N,2050,0.718320974,From MOVES5,2063,ON
T_LDV_C_GSL_PHEV50_N,2050,0.613446112,From MOVES5,2064,ON
T_LDV_C_GSL_PHEV50_N,2050,0.510387165,From MOVES5,2065,ON
T_LDV_C_GSL_PHEV50_N,2050,0.414944765,From MOVES5,2066,ON
T_LDV_C_GSL_PHEV50_N,2050,0.331540867,From MOVES5,2067,ON
T_LDV_C_GSL_PHEV50_N,2050,0.260922663,From MOVES5,2068,ON
T_LDV_C_GSL_PHEV50_N,2050,0.203258754,From MOVES5,2069,ON
T_LDV_C_GSL_PHEV50_N,2050,0.156915758,From MOVES5,2070,ON
T_LDV_C_GSL_PHEV50_N,2050,0.120354387,From MOVES5,2071,ON
T_LDV_C_GSL_PHEV50_N,2050,0.091830397,From MOVES5,2072,ON
T_LDV_C_GSL_PHEV50_N,2050,0.069791102,From MOVES5,2073,ON
T_LDV_C_GSL_PHEV50_N,2050,0.052831864,From MOVES5,2074,ON
T_LDV_C_GSL_PHEV50_N,2050,0.039993721,From MOVES5,2075,ON
T_LDV_C_GSL_PHEV50_N,2050,0.030155266,From MOVES5,2076,ON
T_LDV_C_GSL_PHEV50_N,2050,0.02273707,From MOVES5,2077,ON
T_LDV_C_GSL_PHEV50_N,2050,0.012891919,From MOVES5,2078,ON
T_LDV_C_GSL_PHEV50_N,2050,0.009694723,From MOVES5,2079,ON
T_LDV_C_GSL_PHEV50_N,2050,0.007290432,From MOVES5,2080,ON
T_LDV_C_GSL_PHEV50_N,2050,0.005475114,From MOVES5,2081,ON
T_LDV_C_GSL_PHEV50_N,2050,0.004106336,From MOVES5,2082,ON
T_LDV_C_GSL_PHEV50_N,2050,0.003079752,From MOVES5,2083,ON
T_LDV_C_GSL_PHEV50_N,2050,0.002306734,From MOVES5,2084,ON
T_LDV_C_GSL_PHEV50_N,2050,0.001725437,From MOVES5,2085,ON
T_LDV_C_GSL_PHEV50_N,2050,0.001288901,From MOVES5,2086,ON
T_LDV_C_GSL_PHEV50_N,2050,0.000961521,From MOVES5,2087,ON
T_LDV_C_GSL_PHEV50_N,2050,0.000717294,From MOVES5,2088,ON
T_LDV_C_GSL_PHEV50_N,2050,0.000534384,From MOVES5,2089,ON
T_LDV_C_GSL_PHEV50_N,2050,0.000397582,From MOVES5,2090,ON
T_LDV_C_GSL_PHEV50_N,2050,0.000295403,From MOVES5,2091,ON
T_LDV_C_GSL_PHEV50_N,2050,0,From MOVES5,2092,ON
T_LDV_LTP_BEV150_N,2025,1,From MOVES5,2025,ON
T_LDV_LTP_BEV150_N,2025,0.991,From MOVES5,2026,ON
T_LDV_LTP_BEV150_N,2025,0.982081,From MOVES5,2027,ON
T_LDV_LTP_BEV150_N,2025,0.973242271,From MOVES5,2028,ON
T_LDV_LTP_BEV150_N,2025,0.959616879,From MOVES5,2029,ON
T_LDV_LTP_BEV150_N,2025,0.941384159,From MOVES5,2030,ON
T_LDV_LTP_BEV150_N,2025,0.918790939,From MOVES5,2031,ON
T_LDV_LTP_BEV150_N,2025,0.891227211,From MOVES5,2032,ON
T_LDV_LTP_BEV150_N,2025,0.859143031,From MOVES5,2033,ON
T_LDV_LTP_BEV150_N,2025,0.823059024,From MOVES5,2034,ON
T_LDV_LTP_BEV150_N,2025,0.783552191,From MOVES5,2035,ON
T_LDV_LTP_BEV150_N,2025,0.741240372,From MOVES5,2036,ON
T_LDV_LTP_BEV150_N,2025,0.69676595,From MOVES5,2037,ON
T_LDV_LTP_BEV150_N,2025,0.651476163,From MOVES5,2038,ON
T_LDV_LTP_BEV150_N,2025,0.605221356,From MOVES5,2039,ON
T_LDV_LTP_BEV150_N,2025,0.552567098,From MOVES5,2040,ON
T_LDV_LTP_BEV150_N,2025,0.501730925,From MOVES5,2041,ON
T_LDV_LTP_BEV150_N,2025,0.453063025,From MOVES5,2042,ON
T_LDV_LTP_BEV150_N,2025,0.406850596,From MOVES5,2043,ON
T_LDV_LTP_BEV150_N,2025,0.363724433,From MOVES5,2044,ON
T_LDV_LTP_BEV150_N,2025,0.32407847,From MOVES5,2045,ON
T_LDV_LTP_BEV150_N,2025,0.287781681,From MOVES5,2046,ON
T_LDV_LTP_BEV150_N,2025,0.254686788,From MOVES5,2047,ON
T_LDV_LTP_BEV150_N,2025,0.224888434,From MOVES5,2048,ON
T_LDV_LTP_BEV150_N,2025,0.197901822,From MOVES5,2049,ON
T_LDV_LTP_BEV150_N,2025,0.173955701,From MOVES5,2050,ON
T_LDV_LTP_BEV150_N,2025,0.15255915,From MOVES5,2051,ON
T_LDV_LTP_BEV150_N,2025,0.133489256,From MOVES5,2052,ON
T_LDV_LTP_BEV150_N,2025,0.116803099,From MOVES5,2053,ON
T_LDV_LTP_BEV150_N,2025,0.101969106,From MOVES5,2054,ON
T_LDV_LTP_BEV150_N,2025,0.08891706,From MOVES5,2055,ON
T_LDV_LTP_BEV150_N,2025,0.077446759,From MOVES5,2056,ON
T_LDV_LTP_BEV150_N,2025,0.067378681,From MOVES5,2057,ON
T_LDV_LTP_BEV150_N,2025,0.058552073,From MOVES5,2058,ON
T_LDV_LTP_BEV150_N,2025,0.0508232,From MOVES5,2059,ON
T_LDV_LTP_BEV150_N,2025,0.044063714,From MOVES5,2060,ON
T_LDV_LTP_BEV150_N,2025,0.038159177,From MOVES5,2061,ON
T_LDV_LTP_BEV150_N,2025,0.033007688,From MOVES5,2062,ON
T_LDV_LTP_BEV150_N,2025,0.028518642,From MOVES5,2063,ON
T_LDV_LTP_BEV150_N,2025,0.024611588,From MOVES5,2064,ON
T_LDV_LTP_BEV150_N,2025,0.021215189,From MOVES5,2065,ON
T_LDV_LTP_BEV150_N,2025,0.018266278,From MOVES5,2066,ON
T_LDV_LTP_BEV150_N,2025,0,From MOVES5,2067,ON
T_LDV_LTP_BEV150_N,2030,1,From MOVES5,2030,ON
T_LDV_LTP_BEV150_N,2030,0.991,From MOVES5,2031,ON
T_LDV_LTP_BEV150_N,2030,0.982081,From MOVES5,2032,ON
T_LDV_LTP_BEV150_N,2030,0.973242271,From MOVES5,2033,ON
T_LDV_LTP_BEV150_N,2030,0.959616879,From MOVES5,2034,ON
T_LDV_LTP_BEV150_N,2030,0.941384159,From MOVES5,2035,ON
T_LDV_LTP_BEV150_N,2030,0.918790939,From MOVES5,2036,ON
T_LDV_LTP_BEV150_N,2030,0.891227211,From MOVES5,2037,ON
T_LDV_LTP_BEV150_N,2030,0.859143031,From MOVES5,2038,ON
T_LDV_LTP_BEV150_N,2030,0.823059024,From MOVES5,2039,ON
T_LDV_LTP_BEV150_N,2030,0.783552191,From MOVES5,2040,ON
T_LDV_LTP_BEV150_N,2030,0.741240372,From MOVES5,2041,ON
T_LDV_LTP_BEV150_N,2030,0.69676595,From MOVES5,2042,ON
T_LDV_LTP_BEV150_N,2030,0.651476163,From MOVES5,2043,ON
T_LDV_LTP_BEV150_N,2030,0.605221356,From MOVES5,2044,ON
T_LDV_LTP_BEV150_N,2030,0.552567098,From MOVES5,2045,ON
T_LDV_LTP_BEV150_N,2030,0.501730925,From MOVES5,2046,ON
T_LDV_LTP_BEV150_N,2030,0.453063025,From MOVES5,2047,ON
T_LDV_LTP_BEV150_N,2030,0.406850596,From MOVES5,2048,ON
T_LDV_LTP_BEV150_N,2030,0.363724433,From MOVES5,2049,ON
T_LDV_LTP_BEV150_N,2030,0.32407847,From MOVES5,2050,ON
T_LDV_LTP_BEV150_N,2030,0.287781681,From MOVES5,2051,ON
T_LDV_LTP_BEV150_N,2030,0.254686788,From MOVES5,2052,ON
T_LDV_LTP_BEV150_N,2030,0.224888434,From MOVES5,2053,ON
T_LDV_LTP_BEV150_N,2030,0.197901822,From MOVES5,2054,ON
T_LDV_LTP_BEV150_N,2030,0.173955701,From MOVES5,2055,ON
T_LDV_LTP_BEV150_N,2030,0.15255915,From MOVES5,2056,ON
T_LDV_LTP_BEV150_N,2030,0.133489256,From MOVES5,2057,ON
T_LDV_LTP_BEV150_N,2030,0.116803099,From MOVES5,2058,ON
T_LDV_LTP_BEV150_N,2030,0.101969106,From MOVES5,2059,ON
T_LDV_LTP_BEV150_N,2030,0.08891706,From MOVES5,2060,ON
T_LDV_LTP_BEV150_N,2030,0.077446759,From MOVES5,2061,ON
T_LDV_LTP_BEV150_N,2030,0.067378681,From MOVES5,2062,ON
T_LDV_LTP_BEV150_N,2030,0.058552073,From MOVES5,2063,ON
