region,tech,vintage,capacity
ON,T_MDV_T_GSL_EX,2005.0,49.1712
ON,T_MDV_T_GSL_EX,2010.0,54.12200000000001
ON,T_MDV_T_GSL_EX,2015.0,77.57501787053485
ON,T_MDV_T_GSL_EX,2020.0,87.50804850586633
PEI,T_LDV_C_BEV150_EX,2010.0,0.025648343516130268
PEI,T_LDV_C_BEV150_EX,2015.0,0.18537587527074592
PEI,T_LDV_C_BEV150_EX,2020.0,0.6687720500002974
PEI,T_LDV_C_DSL_EX,2005.0,0.28071
PEI,T_LDV_C_DSL_EX,2010.0,0.4882504532063538
PEI,T_LDV_C_DSL_EX,2015.0,0.10218386049142648
PEI,T_LDV_C_GSL_EX,2005.0,9.07629
PEI,T_LDV_C_GSL_EX,2010.0,15.643029453927573
PEI,T_LDV_C_GSL_EX,2015.0,12.708267847629624
PEI,T_LDV_C_GSL_EX,2020.0,7.466255101477623
PEI,T_LDV_C_GSL_HEV_EX,2010.0,0.29808822348494446
PEI,T_LDV_C_GSL_HEV_EX,2015.0,0.30089462425011193
PEI,T_LDV_C_GSL_HEV_EX,2020.0,0.6012983814826538
PEI,T_LDV_C_GSL_PHEV35_EX,2010.0,0.021983525864998008
PEI,T_LDV_C_GSL_PHEV35_EX,2015.0,0.14727779235809146
