region,tech,vintage,capacity
PEI,T_LDV_C_GSL_PHEV35_EX,2020.0,0.06748499787644059
PEI,T_HDV_T_DSL_EX,2005.0,0.383
PEI,T_HDV_T_DSL_EX,2010.0,0.379
PEI,T_HDV_T_DSL_EX,2015.0,0.5800000000000001
PEI,T_HDV_T_DSL_EX,2020.0,0.645
PEI,T_LDV_LTF_DSL_EX,2005.0,0.07776
PEI,T_LDV_LTF_DSL_EX,2010.0,0.18233738537420963
PEI,T_LDV_LTF_DSL_EX,2015.0,0.44045177984076733
PEI,T_LDV_LTF_DSL_EX,2020.0,0.7378402689233383
PEI,T_LDV_LTF_GSL_EX,2005.0,1.8467999999999998
PEI,T_LDV_LTF_GSL_EX,2010.0,3.1805139332160386
PEI,T_LDV_LTF_GSL_EX,2015.0,4.753555732555769
PEI,T_LDV_LTF_GSL_EX,2020.0,4.760324725484089
PEI,T_LDV_LTF_GSL_HEV_EX,2020.0,0.21879646987829993
PEI,T_LDV_LTF_GSL_PHEV35_EX,2015.0,0.007992487603462562
PEI,T_LDV_LTF_GSL_PHEV35_EX,2020.0,0.016619290525628536
PEI,T_LDV_LTP_BEV300_EX,2015.0,0.02607799277085432
PEI,T_LDV_LTP_BEV300_EX,2020.0,0.6685326819134338
PEI,T_LDV_LTP_DSL_EX,2005.0,0.20355
PEI,T_LDV_LTP_DSL_EX,2010.0,0.4436877241609275
PEI,T_LDV_LTP_DSL_EX,2015.0,0.6878714519620464
PEI,T_LDV_LTP_DSL_EX,2020.0,0.8160307042933812
PEI,T_LDV_LTP_GSL_EX,2005.0,6.445749999999999
PEI,T_LDV_LTP_GSL_EX,2010.0,11.334451893089016
PEI,T_LDV_LTP_GSL_EX,2015.0,17.466963818637986
PEI,T_LDV_LTP_GSL_EX,2020.0,17.420194131227106
PEI,T_LDV_LTP_GSL_HEV_EX,2010.0,0.02518384948710356
PEI,T_LDV_LTP_GSL_HEV_EX,2015.0,0.12768341364161184
PEI,T_LDV_LTP_GSL_HEV_EX,2020.0,1.3123940215688916
PEI,T_LDV_LTP_GSL_PHEV35_EX,2015.0,0.039403322987500426
PEI,T_LDV_LTP_GSL_PHEV35_EX,2020.0,0.24084846099718582
PEI,T_MDV_T_DSL_EX,2005.0,0.40199999999999997
PEI,T_MDV_T_DSL_EX,2010.0,0.6828
PEI,T_MDV_T_DSL_EX,2015.0,1.0576458590062088
PEI,T_MDV_T_DSL_EX,2020.0,1.4023474439120611
PEI,T_MDV_T_GSL_EX,2005.0,0.268
PEI,T_MDV_T_GSL_EX,2010.0,0.45520000000000005
PEI,T_MDV_T_GSL_EX,2015.0,0.6563176876290701
PEI,T_MDV_T_GSL_EX,2020.0,0.9173700417304486
QC,T_LDV_C_BEV150_EX,2010.0,1.661288572299422
QC,T_LDV_C_BEV150_EX,2015.0,13.69277545055805
QC,T_LDV_C_BEV150_EX,2020.0,41.051258649941346
QC,T_LDV_C_DSL_EX,2005.0,23.96859
QC,T_LDV_C_DSL_EX,2010.0,34.587064335256386
QC,T_LDV_C_DSL_EX,2015.0,7.213539604924049
QC,T_LDV_C_DSL_EX,2020.0,0.012678187064310892
QC,T_LDV_C_GSL_EX,2005.0,774.98441
QC,T_LDV_C_GSL_EX,2010.0,1115.4929451570524
QC,T_LDV_C_GSL_EX,2015.0,924.4478642497324
QC,T_LDV_C_GSL_EX,2020.0,463.9527746454335
QC,T_LDV_C_GSL_HEV_EX,2010.0,20.52482487109493
QC,T_LDV_C_GSL_HEV_EX,2015.0,21.952406019496735
QC,T_LDV_C_GSL_HEV_EX,2020.0,36.9939667826315
QC,T_LDV_C_GSL_PHEV35_EX,2010.0,1.4858770642969577
QC,T_LDV_C_GSL_PHEV35_EX,2015.0,10.876414675288787
QC,T_LDV_C_GSL_PHEV35_EX,2020.0,4.191321734929321
QC,T_HDV_T_DSL_EX,2005.0,27.697
QC,T_HDV_T_DSL_EX,2010.0,25.933
QC,T_HDV_T_DSL_EX,2015.0,28.038999999999998
QC,T_HDV_T_DSL_EX,2020.0,26.398
QC,T_LDV_LTF_DSL_EX,2005.0,5.6376
QC,T_LDV_LTF_DSL_EX,2010.0,10.003234633999844
QC,T_LDV_LTF_DSL_EX,2015.0,22.441608411073826
QC,T_LDV_LTF_DSL_EX,2020.0,37.08624889724166
QC,T_LDV_LTF_GSL_EX,2005.0,133.893
QC,T_LDV_LTF_GSL_EX,2010.0,176.00832265800852
QC,T_LDV_LTF_GSL_EX,2015.0,241.92249209310228
QC,T_LDV_LTF_GSL_EX,2020.0,238.24033907779537
QC,T_LDV_LTF_GSL_HEV_EX,2010.0,0.03924977621344777
QC,T_LDV_LTF_GSL_HEV_EX,2020.0,11.080049323225689
QC,T_LDV_LTF_GSL_PHEV35_EX,2015.0,0.418899495823884
QC,T_LDV_LTF_GSL_PHEV35_EX,2020.0,0.8432352261708043
QC,T_LDV_LTP_BEV300_EX,2010.0,0.01596078812676559
QC,T_LDV_LTP_BEV300_EX,2015.0,1.3627449037178125
QC,T_LDV_LTP_BEV300_EX,2020.0,34.49022435537579
QC,T_LDV_LTP_DSL_EX,2005.0,15.10662
QC,T_LDV_LTP_DSL_EX,2010.0,24.86244696580265
QC,T_LDV_LTP_DSL_EX,2015.0,35.54412439497078
QC,T_LDV_LTP_DSL_EX,2020.0,41.55552180227575
QC,T_LDV_LTP_GSL_EX,2005.0,478.37629999999996
QC,T_LDV_LTP_GSL_EX,2010.0,640.480078289315
QC,T_LDV_LTP_GSL_EX,2015.0,905.1673822745885
QC,T_LDV_LTP_GSL_EX,2020.0,884.3669145989807
QC,T_LDV_LTP_GSL_HEV_EX,2010.0,1.4038276591180603
QC,T_LDV_LTP_GSL_HEV_EX,2015.0,6.684606915337687
QC,T_LDV_LTP_GSL_HEV_EX,2020.0,67.37589147268466
QC,T_LDV_LTP_GSL_PHEV35_EX,2010.0,0.004766297637505856
QC,T_LDV_LTP_GSL_PHEV35_EX,2015.0,2.097141511385199
QC,T_LDV_LTP_GSL_PHEV35_EX,2020.0,12.402447770683153
QC,T_MDV_T_DSL_EX,2005.0,43.311
QC,T_MDV_T_DSL_EX,2010.0,51.947399999999995
QC,T_MDV_T_DSL_EX,2015.0,65.26818802976894
QC,T_MDV_T_DSL_EX,2020.0,59.863510909370426
QC,T_MDV_T_GSL_EX,2005.0,28.874000000000002
QC,T_MDV_T_GSL_EX,2010.0,34.6316
QC,T_MDV_T_GSL_EX,2015.0,40.459536214492964
QC,T_MDV_T_GSL_EX,2020.0,39.04688090181422
SK,T_LDV_C_BEV150_EX,2010.0,0.08266934890204847
SK,T_LDV_C_BEV150_EX,2015.0,0.5174964891033901
SK,T_LDV_C_BEV150_EX,2020.0,1.652923164177083
SK,T_LDV_C_DSL_EX,2005.0,1.4438399999999998
SK,T_LDV_C_DSL_EX,2010.0,1.7509387455010152
SK,T_LDV_C_DSL_EX,2015.0,0.30650088068320014
SK,T_LDV_C_GSL_EX,2005.0,46.68416
SK,T_LDV_C_GSL_EX,2010.0,56.51524534527615
SK,T_LDV_C_GSL_EX,2015.0,37.04280736614474
SK,T_LDV_C_GSL_EX,2020.0,18.50137064330037
SK,T_LDV_C_GSL_HEV_EX,2010.0,1.0401684400476183
SK,T_LDV_C_GSL_HEV_EX,2015.0,0.862781357538015
SK,T_LDV_C_GSL_HEV_EX,2020.0,1.487016156355065
SK,T_LDV_C_GSL_PHEV35_EX,2010.0,0.07497812027316934
SK,T_LDV_C_GSL_PHEV35_EX,2015.0,0.4234139065306588
SK,T_LDV_C_GSL_PHEV35_EX,2020.0,0.16721647036535933
SK,T_HDV_T_DSL_EX,2005.0,6.0089999999999995
SK,T_HDV_T_DSL_EX,2010.0,6.324
SK,T_HDV_T_DSL_EX,2015.0,4.501
SK,T_HDV_T_DSL_EX,2020.0,4.388
SK,T_LDV_LTF_DSL_EX,2005.0,1.5128400000000002
SK,T_LDV_LTF_DSL_EX,2010.0,2.9902341582698284
SK,T_LDV_LTF_DSL_EX,2015.0,4.957681046334328
SK,T_LDV_LTF_DSL_EX,2020.0,6.433246581877931
SK,T_LDV_LTF_GSL_EX,2005.0,35.92995
SK,T_LDV_LTF_GSL_EX,2010.0,52.01903918780444
SK,T_LDV_LTF_GSL_EX,2015.0,53.52963569666469
SK,T_LDV_LTF_GSL_EX,2020.0,41.500815024210944
SK,T_LDV_LTF_GSL_HEV_EX,2010.0,0.011658538998444988
SK,T_LDV_LTF_GSL_HEV_EX,2020.0,1.8880847097417592
SK,T_LDV_LTF_GSL_PHEV35_EX,2015.0,0.08868325700097994
SK,T_LDV_LTF_GSL_PHEV35_EX,2020.0,0.14510876771413622
SK,T_LDV_LTP_BEV300_EX,2010.0,0.0027186013809476846
SK,T_LDV_LTP_BEV300_EX,2015.0,0.1635167162098446
SK,T_LDV_LTP_BEV300_EX,2020.0,3.3583014574329333
SK,T_LDV_LTP_DSL_EX,2005.0,2.2904999999999998
SK,T_LDV_LTP_DSL_EX,2010.0,4.243830992538771
SK,T_LDV_LTP_DSL_EX,2015.0,4.575673656758076
SK,T_LDV_LTP_DSL_EX,2020.0,4.0910573021654715
SK,T_LDV_LTP_GSL_EX,2005.0,72.5325
SK,T_LDV_LTP_GSL_EX,2010.0,107.93039268526107
SK,T_LDV_LTP_GSL_EX,2015.0,114.30723453518061
SK,T_LDV_LTP_GSL_EX,2020.0,87.25637477688046
SK,T_LDV_LTP_GSL_HEV_EX,2010.0,0.24475128682124764
SK,T_LDV_LTP_GSL_HEV_EX,2015.0,0.8046195423973383
SK,T_LDV_LTP_GSL_HEV_EX,2020.0,6.566652470243946
SK,T_LDV_LTP_GSL_PHEV35_EX,2015.0,0.24995554945412465
SK,T_LDV_LTP_GSL_PHEV35_EX,2020.0,1.2066139932771898
SK,T_MDV_T_DSL_EX,2005.0,13.795200000000001
SK,T_MDV_T_DSL_EX,2010.0,21.4344
SK,T_MDV_T_DSL_EX,2015.0,20.49037929434148
SK,T_MDV_T_DSL_EX,2020.0,20.089553906165015
SK,T_MDV_T_GSL_EX,2005.0,9.1968
SK,T_MDV_T_GSL_EX,2010.0,14.2896
SK,T_MDV_T_GSL_EX,2015.0,12.738942714731422
SK,T_MDV_T_GSL_EX,2020.0,13.126462461080813
