tech,flag,sector,category,sub_category,unlim_cap,annual,reserve,curtail,retire,flex,exchange,seas_stor,description,data_id
T_BLND_GSL_ELC_PHEV50,p,transportation,Blending,,1,1,0,0,0,0,0,0,,TRPHR001
T_BLND_JTF,p,transportation,Blending,,1,1,0,0,0,0,0,0,,TRPHR001
T_BLND_RDSL_DSL,p,transportation,Blending,,1,1,0,0,0,0,0,0,,TRPHR001
T_BLND_SPK,p,transportation,Blending,,1,1,0,0,0,0,0,0,,TRPHR001
T_H2_HDV_REFUEL,p,transportation,H2 refuelling,,0,1,0,0,0,0,0,0,,TRPHR001
T_H2_LDV_REFUEL,p,transportation,H2 refuelling,,0,1,0,0,0,0,0,0,,TRPHR001
T_H2_MDV_REFUEL,p,transportation,H2 refuelling,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_AJF_JFL_EX,p,transportation,Air freight,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_AJF_JFL_N,p,transportation,Air freight,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_AJF_SPK_N,p,transportation,Air freight,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_AJP_JFL_EX,p,transportation,Air travel,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_AJP_JFL_N,p,transportation,Air travel,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_AJP_SPK_N,p,transportation,Air travel,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BIC_BEV_N,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BIC_DSL_EX,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BIC_DSL_HEV_N,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BIC_DSL_N,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BIC_FCEV_N,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BIC_GSL_EX,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BIC_GSL_N,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BS_BEV_N,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BS_CNG_EX,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BS_CNG_N,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BS_DSL_EX,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BS_DSL_HEV_N,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BS_DSL_N,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BS_DSL_PHEV_N,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BS_FCEV_N,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BS_FCHEV_N,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BS_GSL_EX,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BS_GSL_N,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BT_BEV_EX,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BT_BEV_N,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BT_CNG_EX,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BT_CNG_N,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BT_DSL_EX,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BT_DSL_HEV_N,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BT_DSL_N,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BT_DSL_PHEV_N,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BT_FCEV_N,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BT_FCHEV_N,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BT_GSL_EX,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_BT_GSL_N,p,transportation,Bus,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_CHRG,p,transportation,Charging,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_RF_DSL_EX,p,transportation,Rail freight,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_RF_DSL_N,p,transportation,Rail freight,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_RF_H2_N,p,transportation,Rail freight,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_RF_LNG_N,p,transportation,Rail freight,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_RICP_DSL_EX,p,transportation,Rail travel,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_RICP_DSL_N,p,transportation,Rail travel,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_RICP_H2_N,p,transportation,Rail travel,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_T_BEV_N,p,transportation,Heavy trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_T_DSL_EX,p,transportation,Heavy trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_T_DSL_HEV_N,p,transportation,Heavy trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_T_DSL_N,p,transportation,Heavy trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_T_DSL_PHEV_N,p,transportation,Heavy trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_T_FCEV_N,p,transportation,Heavy trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_T_FCHEV_N,p,transportation,Heavy trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_WTF_HFO_EX,p,transportation,Marine freight,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_WTF_HFO_N,p,transportation,Marine freight,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_WTF_LNG_N,p,transportation,Marine freight,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_WTF_MDO_EX,p,transportation,Marine freight,,0,1,0,0,0,0,0,0,,TRPHR001
T_HDV_WTF_MDO_N,p,transportation,Marine freight,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_BEV_CHRG,p,transportation,Charging,,0,0,0,0,0,0,0,0,,TRPHR001
T_LDV_C_BEV150_EX,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_BEV150_N,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_BEV200_N,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_BEV300_N,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_BEV400_N,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_CNG_N,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_DSL_EX,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_DSL_N,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_FCEV400_N,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_GSL_EX,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_GSL_HEV_EX,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_GSL_HEV_N,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_GSL_N,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_GSL_PHEV35_EX,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_GSL_PHEV35_N,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_C_GSL_PHEV50_N,p,transportation,Cars,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_BEV150_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_BEV200_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_BEV300_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_BEV400_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_CNG_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_DSL_EX,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_DSL_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_FCEV400_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_GSL_EX,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_GSL_HEV_EX,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_GSL_HEV_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_GSL_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_GSL_PHEV35_EX,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_GSL_PHEV35_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTF_GSL_PHEV50_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_BEV150_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_BEV200_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_BEV300_EX,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_BEV300_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_BEV400_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_CNG_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_DSL_EX,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_DSL_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_FCEV400_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_GSL_EX,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_GSL_HEV_EX,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_GSL_HEV_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_GSL_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_GSL_PHEV35_EX,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_GSL_PHEV35_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_LTP_GSL_PHEV50_N,p,transportation,Light trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_M_BEV_N,p,transportation,Motorcycles,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_M_GSL_EX,p,transportation,Motorcycles,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_M_GSL_N,p,transportation,Motorcycles,,0,1,0,0,0,0,0,0,,TRPHR001
T_LDV_PHEV_CHRG,p,transportation,Charging,,0,1,0,0,0,0,0,0,,TRPHR001
T_MDV_CHRG,p,transportation,Charging,,0,1,0,0,0,0,0,0,,TRPHR001
T_MDV_T_BEV_N,p,transportation,Medium trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_MDV_T_DSL_EX,p,transportation,Medium trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_MDV_T_DSL_HEV_N,p,transportation,Medium trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_MDV_T_DSL_N,p,transportation,Medium trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_MDV_T_DSL_PHEV_N,p,transportation,Medium trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_MDV_T_FCEV_N,p,transportation,Medium trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_MDV_T_FCHEV_N,p,transportation,Medium trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_MDV_T_GSL_EX,p,transportation,Medium trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_MDV_T_GSL_N,p,transportation,Medium trucks,,0,1,0,0,0,0,0,0,,TRPHR001
T_OFF,p,transportation,Offroad,,1,1,0,0,0,0,0,0,,TRPHR001
